code,name,req,score,row
A00108,北京大学第08组,化,682,A00108 | 北京大学第08组 | 化 | 682 | 259 | 143 | 143 | 93 | 95 | 92 | 1
A00109,北京大学第09组,不限,666,A00109 | 北京大学第09组 | 不限 | 666 | 260 | 134 | 136 | 76 | 93 | 91 | 国家专项计划
A00110,北京大学第10组,化,668,A00110 | 北京大学第10组 | 化 | 668 | 265 | 135 | 140 | 79 | 92 | 92 | 2 | 国家专项计划
A00210,中国人民大学第10组,不限,660,A00210 | 中国人民大学第10组 | 不限 | 660 | 249 | 127 | 140 | 85 | 94 | 92
A00211,中国人民大学第11组,化,665,A00211 | 中国人民大学第11组 | 化 | 665 | 245 | 127 | 141 | 94 | 93 | 92
A00212,中国人民大学第12组,化,668,A00212 | 中国人民大学第12组 | 化 | 668 | 252 | 142 | 137 | 93 | 93 | 93
A00213,中国人民大学第13组,化,660,A00213 | 中国人民大学第13组 | 化 | 660 | 248 | 133 | 141 | 90 | 92 | 89
A00214,中国人民大学第14组,不限,623,A00214 | 中国人民大学第14组 | 不限 | 623 | 241 | 127 | 140 | 64 | 90 | 78 | 3 | 国家专项计划
A00215,中国人民大学第15组,化,627,A00215 | 中国人民大学第15组 | 化 | 627 | 244 | 130 | 127 | 77 | 90 | 89 | 10 | 国家专项计划
A00308,清华大学第08组,化,682,A00308 | 清华大学第08组 | 化 | 682 | 254 | 128 | 143 | 93 | 96 | 96
A00309,清华大学第09组,化,672,A00309 | 清华大学第09组 | 化 | 672 | 262 | 137 | 138 | 89 | 94 | 89 | 4
A00310,清华大学第10组,化,672,A00310 | 清华大学第10组 | 化 | 672 | 251 | 137 | 136 | 86 | 96 | 93 | 1 | 国家专项计划
A00404,北京交通大学第04组,化,628,A00404 | 北京交通大学第04组 | 化 | 628 | 246 | 136 | 117 | 83 | 93 | 89 | 10
A00405,北京交通大学第05组,化,627,A00405 | 北京交通大学第05组 | 化 | 627 | 224 | 115 | 133 | 85 | 94 | 91 | 9
A00406,北京交通大学第06组,化,620,A00406 | 北京交通大学第06组 | 化 | 620 | 243 | 132 | 127 | 78 | 86 | 86
A00407,北京交通大学第07组,化,605,A00407 | 北京交通大学第07组 | 化 | 605 | 215 | 134 | 129 | 80 | 91 | 90
A00408,北京交通大学第08组,化,604,A00408 | 北京交通大学第08组 | 化 | 604 | 219 | 111 | 137 | 76 | 88 | 84 | 8
A00409,北京交通大学第09组,化,598,A00409 | 北京交通大学第09组 | 化 | 598 | 218 | 110 | 143 | 65 | 89 | 83
A00410,北京交通大学第10组,化,587,A00410 | 北京交通大学第10组 | 化 | 587 | 211 | 112 | 126 | 68 | 93 | 89 | 民族班
A00411,北京交通大学第11组,不限,586,A00411 | 北京交通大学第11组 | 不限 | 586 | 233 | 128 | 122 | 64 | 87 | 80 | 国家专项计划
A00412,北京交通大学第12组,化,593,A00412 | 北京交通大学第12组 | 化 | 593 | 232 | 124 | 118 | 57 | 91 | 85 | 国家专项计划
A00606,北京航空航天大学第06组,化,653,A00606 | 北京航空航天大学第06组 | 化 | 653 | 260 | 135 | 129 | 86 | 92 | 86
A00607,北京航空航天大学第07组,化,630,A00607 | 北京航空航天大学第07组 | 化 | 630 | 241 | 132 | 123 | 83 | 93 | 90
A00608,北京航空航天大学第08组,化,634,A00608 | 北京航空航天大学第08组 | 化 | 634 | 241 | 128 | 128 | 83 | 92 | 80 | 17 | 民族班
A00609,北京航空航天大学第09组,化,635,A00609 | 北京航空航天大学第09组 | 化 | 635 | 239 | 120 | 141 | 80 | 89 | 86 | 国家专项计划
A00705,北京理工大学第05组,化,652,A00705 | 北京理工大学第05组 | 化 | 652 | 245 | 134 | 141 | 84 | 94 | 88
A00706,北京理工大学第06组,化,625,A00706 | 北京理工大学第06组 | 化 | 625 | 246 | 129 | 121 | 82 | 93 | 83 | 14
A00707,北京理工大学第07组,化,630,A00707 | 北京理工大学第07组 | 化 | 630 | 229 | 115 | 132 | 80 | 90 | 89 | 11 | 民族班
A00708,北京理工大学第08组,化,629,A00708 | 北京理工大学第08组 | 化 | 629 | 248 | 128 | 133 | 56 | 93 | 89 | 国家专项计划
A00805,北京科技大学第05组,不限,616,A00805 | 北京科技大学第05组 | 不限 | 616 | 233 | 127 | 136 | 74 | 88 | 85
A00806,北京科技大学第06组,化,615,A00806 | 北京科技大学第06组 | 化 | 615 | 234 | 118 | 139 | 66 | 91 | 85 | 17
A00807,北京科技大学第07组,化,616,A00807 | 北京科技大学第07组 | 化 | 616 | 229 | 122 | 129 | T9 | 90 | 89
A00808,北京科技大学第08组,化,583,A00808 | 北京科技大学第08组 | 化 | 583 | 219 | 116 | 112 | 71 | 91 | 80 | 国家专项计划
A01005,北京化工大学第05组,化,605,A01005 | 北京化工大学第05组 | 化 | 605 | 229 | 117 | 133 | 76 | 90 | 77 | 3
A01006,北京化工大学第06组,化,602,A01006 | 北京化工大学第06组 | 化 | 602 | 213 | 119 | 116 | 87 | 96 | 90
A01007,北京化工大学第07组,化,605,A01007 | 北京化工大学第07组 | 化 | 605 | 235 | 120 | 128 | 64 | 89 | 89
A01008,北京化工大学第08组,化,576,A01008 | 北京化工大学第08组 | 化 | 576 | 202 | 104 | 121 | 70 | 89 | 84 | 13
A01009,北京化工大学第09组,不限,582,A01009 | 北京化工大学第09组 | 不限 | 582 | 211 | 107 | 107 | 69 | 93 | 92 | 4 | 少数民族预科班
A01010,北京化工大学第10组,化,594,A01010 | 北京化工大学第10组 | 化 | 594 | 222 | 115 | 121 | 61 | 91 | 89 | 14 | 国家专项计划
A01303,北京邮电大学第03组,化,639,A01303 | 北京邮电大学第03组 | 化 | 639 | 245 | 135 | 129 | 89 | 88 | 88 | 4
A01304,北京邮电大学第04组,化,629,A01304 | 北京邮电大学第04组 | 化 | 629 | 238 | 122 | 128 | 73 | 96 | 94 | 2
A01305,北京邮电大学第05组,化,617,A01305 | 北京邮电大学第05组 | 化 | 617 | 226 | 123 | 135 | 76 | 91 | 89 | 20
A01306,北京邮电大学第06组,化,600,A01306 | 北京邮电大学第06组 | 化 | 600 | 230 | 117 | 128 | 82 | 83 | 77 | 5
A01307,北京邮电大学第07组,化,608,A01307 | 北京邮电大学第07组 | 化 | 608 | 223 | 114 | 133 | 65 | 89 | 88 | 少数民族预科班
A01308,北京邮电大学第08组,不限,608,A01308 | 北京邮电大学第08组 | 不限 | 608 | 233 | 118 | 135 | 55 | 93 | 92 | 3 | 国家专项计划
A01309,北京邮电大学第09组,化,621,A01309 | 北京邮电大学第09组 | 化 | 621 | 234 | 119 | 135 | 67 | 93 | 92 | 5 | 国家专项计划
A01905,中国农业大学第05组,化,614,A01905 | 中国农业大学第05组 | 化 | 614 | 215 | 111 | 130 | 80 | 96 | 93 | 7
A01906,中国农业大学第06组,化,596,A01906 | 中国农业大学第06组 | 化 | 596 | 231 | 124 | 133 | 60 | 90 | 82 | 10
A01907,中国农业大学第07组,化,602,A01907 | 中国农业大学第07组 | 化 | 602 | 231 | 119 | 126 | 58 | 93 | 84 | 国家专项计划
A02206,北京林业大学第06组,不限,580,A02206 | 北京林业大学第06组 | 不限 | 580 | 246 | 125 | 100 | 68 | 87 | 79 | 16
A02207,北京林业大学第07组,不限,585,A02207 | 北京林业大学第07组 | 不限 | 585 | 216 | 108 | 135 | 56 | 91 | 87
A02208,北京林业大学第08组,不限,593,A02208 | 北京林业大学第08组 | 不限 | 593 | 227 | 114 | 132 | 58 | 89 | 87
A02209,北京林业大学第09组,化,599,A02209 | 北京林业大学第09组 | 化 | 599 | 231 | 119 | 135 | 56 | 90 | 87 | 12
A02210,北京林业大学第10组,化,589,A02210 | 北京林业大学第10组 | 化 | 589 | 223 | 119 | 123 | 67 | 89 | 87 | 2
A02211,北京林业大学第11组,化,584,A02211 | 北京林业大学第11组 | 化 | 584 | 222 | 114 | 135 | 57 | 81 | 79 | 4
A02212,北京林业大学第12组,化,585,A02212 | 北京林业大学第12组 | 化 | 585 | 233 | 120 | 126 | 63 | 84 | 79 | 13
A02213,北京林业大学第13组,生,584,A02213 | 北京林业大学第13组 | 生 | 584 | 215 | 119 | 128 | 69 | 86 | 86 | 5
A02214,北京林业大学第14组,地,597,A02214 | 北京林业大学第14组 | 地 | 597 | 226 | 114 | 132 | 59 | 93 | 87 | 3
A02215,北京林业大学第15组,化,556,A02215 | 北京林业大学第15组 | 化 | 556 | 215 | 115 | 128 | 61 | 78 | 74
A02216,北京林业大学第16组,不限,591,A02216 | 北京林业大学第16组 | 不限 | 591 | 222 | 112 | 127 | 62 | 93 | 87 | 国家专项计划
A02217,北京林业大学第17组,不限,579,A02217 | 北京林业大学第17组 | 不限 | 579 | 238 | 127 | 110 | 58 | 89 | 84 | 17 | 国家专项计划
A02218,北京林业大学第18组,化,574,A02218 | 北京林业大学第18组 | 化 | 574 | 225 | 115 | 110 | 58 | 87 | 84 | 国家专项计划
A02301,北京协和医学院第01组,化,587,A02301 | 北京协和医学院第01组 | 化 | 587 | 234 | 120 | 120 | 64 | 85 | 84 | 护理类
A02603,北京中医药大学第03组,不限,579,A02603 | 北京中医药大学第03组 | 不限 | 579 | 218 | 110 | 129 | 61 | 88 | 83
A02604,北京中医药大学第04组,化,567,A02604 | 北京中医药大学第04组 | 化 | 567 | 214 | 120 | 132 | 55 | 84 | 82
A02605,北京中医药大学第05组,不限,568,A02605 | 北京中医药大学第05组 | 不限 | 568 | 208 | 106 | 118 | 66 | 89 | 87 | 国家专项计划
A02606,北京中医药大学第06组,化,581,A02606 | 北京中医药大学第06组 | 化 | 581 | 225 | 115 | 118 | 66 | 89 | 83 | 国家专项计划
A02706,北京师范大学第06组,不限,623,A02706 | 北京师范大学第06组 | 不限 | 623 | 233 | 122 | 134 | 72 | 94 | 90
A02707,北京师范大学第07组,化,625,A02707 | 北京师范大学第07组 | 化 | 625 | 248 | 130 | 138 | 69 | 87 | 83
A02708,北京师范大学第08组,不限,612,A02708 | 北京师范大学第08组 | 不限 | 612 | 236 | 121 | 130 | 66 | 92 | 88 | 国家专项计划
A02709,北京师范大学第09组,化,623,A02709 | 北京师范大学第09组 | 化 | 623 | 222 | 114 | 137 | 75 | 90 | 89 | 国家专项计划
A03008,北京外国语大学第08组,不限,600,A03008 | 北京外国语大学第08组 | 不限 | 600 | 233 | 130 | 122 | 81 | 82 | 82
A03009,北京外国语大学第09组,政,599,A03009 | 北京外国语大学第09组 | 政 | 599 | 233 | 126 | 135 | 60 | 87 | 84
A03010,北京外国语大学第10组,政,586,A03010 | 北京外国语大学第10组 | 政 | 586 | 246 | 130 | 121 | 57 | 83 | 79
A03011,北京外国语大学第11组,个限,581,A03011 | 北京外国语大学第11组 | 个限 | 581 | 204 | 112 | 125 | 65 | 90 | 87 | 1 | 国冢专项计划
A03012,北京外国语大学第12组,不限,596,A03012 | 北京外国语大学第12组 | 不限 | 596 | 236 | 119 | 111 | 69 | 90 | 90 | 3 | 国家专项计划
A03013,北京外国语大学第13组,化,601,A03013 | 北京外国语大学第13组 | 化 | 601 | 230 | 120 | 130 | 68 | 87 | 86 | 6 | 国家专项计划
A03206,北京语言大学第06组,不限,571,A03206 | 北京语言大学第06组 | 不限 | 571 | 203 | 114 | 137 | 65 | 89 | 77
A03207,北京语言大学第07组,化,584,A03207 | 北京语言大学第07组 | 化 | 584 | 222 | 119 | 124 | 68 | 87 | 83
A03208,北京语言大学第08组,不限,516,A03208 | 北京语言大学第08组 | 不限 | 516 | 199 | 101 | 107 | 59 | 82 | 69 | 22
A03209,北京语言大学第09组,化,582,A03209 | 北京语言大学第09组 | 化 | 582 | 220 | 123 | 126 | 61 | 86 | 79 | 4 | 国家专项计划
A03308,中国传媒大学第08组,不限,591,A03308 | 中国传媒大学第08组 | 不限 | 591 | 225 | 124 | 136 | 57 | 89 | 84 | 10
A03309,中国传媒大学第09组,化,603,A03309 | 中国传媒大学第09组 | 化 | 603 | 248 | 127 | 131 | 60 | 85 | 79 | 14
A03310,中国传媒大学第10组,化,609,A03310 | 中国传媒大学第10组 | 化 | 609 | 222 | 117 | 123 | 82 | 93 | 89 | 6
A03311,中国传媒大学第11组,化,578,A03311 | 中国传媒大学第11组 | 化 | 578 | 226 | 116 | 133 | 56 | 83 | 80
A03405,中央财经大学第05组,不限,613,A03405 | 中央财经大学第05组 | 不限 | 613 | 236 | 122 | 134 | 77 | 88 | 78
A03406,中央财经大学第06组,化,617,A03406 | 中央财经大学第06组 | 化 | 617 | 242 | 130 | 126 | 70 | 94 | 85 | 16
A03407,中央财经大学第07组,不限,599,A03407 | 中央财经大学第07组 | 不限 | 599 | 227 | 123 | 131 | 65 | 89 | 87 | 8
A03408,中央财经大学第08组,不限,591,A03408 | 中央财经大学第08组 | 不限 | 591 | 234 | 120 | 119 | 71 | 89 | 78 | 15 | 国家专项计划
A03409,中央财经大学第09组,化,607,A03409 | 中央财经大学第09组 | 化 | 607 | 230 | 118 | 124 | 69 | 96 | 88 | 3 | 国家专项计划
A17728,西南大学第28组,化,574,A17728 | 西南大学第28组 | 化 | 574 | 222 | 117 | 127 | 71 | 83 | 71 | ］
A17729,西南大学第29组,不限,589,A17729 | 西南大学第29组 | 不限 | 589 | 222 | 121 | 99 | 73 | 96 | 89 | 少数民族预科班
A17730,西南大学第30组,不限,577,A17730 | 西南大学第30组 | 不限 | 577 | 189 | 95 | 126 | 79 | 94 | 79 | 国家专项计划
A17731,西南大学第31组,化,580,A17731 | 西南大学第31组 | 化 | 580 | 224 | 116 | 115 | 72 | 90 | 79 | 国家专项计划
A17732,西南大学第32组,化和生,592,A17732 | 西南大学第32组 | 化和生 | 592 | 232 | 124 | 109 | 61 | 98 | 92 | 国家专项计划
A17733,西南大学第33组,生,577,A17733 | 西南大学第33组 | 生 | 577 | 209 | 110 | 125 | 57 | 89 | 87 | 21 | 国家专项计划
A17906,西南财经大学第06组,不限,595,A17906 | 西南财经大学第06组 | 不限 | 595 | 224 | 114 | 129 | 74 | 86 | 82
A17907,西南财经大学第07组,化,602,A17907 | 西南财经大学第07组 | 化 | 602 | 227 | 126 | 136 | 63 | 90 | 86
A17908,西南财经大学第08组,不限,565,A17908 | 西南财经大学第08组 | 不限 | 565 | 205 | 111 | 125 | 57 | 90 | 88
A17909,西南财经大学第09组,不限,584,A17909 | 西南财经大学第09组 | 不限 | 584 | 205 | 115 | 129 | 56 | 92 | 92 | 6 | 国家专项计划
A17910,西南财经大学第10组,化,601,A17910 | 西南财经大学第10组 | 化 | 601 | 228 | 118 | 115 | 68 | 92 | 88 | 12 | 国家专项计划
A18106,西南民族大学第06组,不限,531,A18106 | 西南民族大学第06组 | 不限 | 531 | 200 | 107 | 105 | 59 | 84 | 83 | 6
A18107,西南民族大学第07组,化,536,A18107 | 西南民族大学第07组 | 化 | 536 | 217 | 111 | 126 | 38 | 83 | 72 | 14
A18108,西南民族大学第08组,不限,537,A18108 | 西南民族大学第08组 | 不限 | 537 | 202 | 112 | 111 | 50 | 83 | 81 | 3 | 少数民族预科班
A18109,西南民族大学第09组,化,546,A18109 | 西南民族大学第09组 | 化 | 546 | 204 | 111 | 117 | 57 | 87 | 81 | 3 | 国家专项计划
A18305,西安交通大学第05组,不限,625,A18305 | 西安交通大学第05组 | 不限 | 625 | 250 | 129 | 130 | 75 | 85 | 85
A18306,西安交通大学第06组,化,634,A18306 | 西安交通大学第06组 | 化 | 634 | 238 | 134 | 126 | 91 | 92 | 87
A18307,西安交通大学第07组,化,626,A18307 | 西安交通大学第07组 | 化 | 626 | 234 | 126 | 137 | 66 | 96 | 93
A18308,西安交通大学第08组,化,640,A18308 | 西安交通大学第08组 | 化 | 640 | 233 | 125 | 137 | 74 | 94 | 92
A18309,西安交通大学第09组,化,601,A18309 | 西安交通大学第09组 | 化 | 601 | 224 | 130 | 133 | 64 | 93 | 87
A18310,西安交通大学第10组,化,626,A18310 | 西安交通大学第10组 | 化 | 626 | 253 | 137 | 127 | 70 | 90 | 86
A18311,西安交通大学第11组,不限,620,A18311 | 西安交通大学第11组 | 不限 | 620 | 241 | 122 | 127 | 69 | 89 | 84 | 少数民族预科班
A18312,西安交通大学第12组,不限,617,A18312 | 西安交通大学第12组 | 不限 | 617 | 243 | 127 | 141 | 64 | 87 | 82 | 国家专项计划
A18313,西安交通大学第13组,化,620,A18313 | 西安交通大学第13组 | 化 | 620 | 217 | 114 | 138 | 78 | 94 | 93 | 国家专项计划
A18314,西安交通大学第14组,化,610,A18314 | 西安交通大学第14组 | 化 | 610 | 239 | 120 | 127 | 70 | 90 | 84 | 国家专项计划
A18503,西北工业大学第03组,化,633,A18503 | 西北工业大学第03组 | 化 | 633 | 230 | 122 | 137 | 85 | 92 | 89
A18504,西北工业大学第04组,化,615,A18504 | 西北工业大学第04组 | 化 | 615 | 229 | 123 | 125 | 82 | 90 | 89
A18505,西北工业大学第05组,化,620,A18505 | 西北工业大学第05组 | 化 | 620 | 229 | 117 | 138 | 65 | 90 | 88 | 民族班
A18506,西北工业大学第06组,化,608,A18506 | 西北工业大学第06组 | 化 | 608 | 221 | 115 | 139 | 60 | 92 | 86 | 6 | 国家专项计划
A18702,西安电子科技大学第02组,不限,616,A18702 | 西安电子科技大学第02组 | 不限 | 616 | 230 | 122 | 126 | 79 | 97 | 84
A18703,西安电子科技大学第03组,化,625,A18703 | 西安电子科技大学第03组 | 化 | 625 | 240 | 120 | 133 | 70 | 92 | 90 | 11
A18704,西安电子科技大学第04组,不限,605,A18704 | 西安电子科技大学第04组 | 不限 | 605 | 229 | 123 | 126 | 73 | 89 | 88 | 15
A18705,西安电子科技大学第05组,化,610,A18705 | 西安电子科技大学第05组 | 化 | 610 | 209 | 105 | 140 | 75 | 93 | 93 | 10
A18706,西安电子科技大学第06组,化,605,A18706 | 西安电子科技大学第06组 | 化 | 605 | 232 | 131 | 119 | 69 | 89 | 86 | 少数民族预科班
A18707,西安电子科技大学第07组,化,609,A18707 | 西安电子科技大学第07组 | 化 | 609 | 233 | 117 | 135 | 66 | 91 | 84 | 国家专项计划
A18904,长安大学第04组,不限,584,A18904 | 长安大学第04组 | 不限 | 584 | 224 | 119 | 116 | 64 | 92 | 88
A18905,长安大学第05组,化,588,A18905 | 长安大学第05组 | 化 | 588 | 217 | 114 | 135 | 72 | 84 | 80 | 14
A18906,长安大学第06组,化,573,A18906 | 长安大学第06组 | 化 | 573 | 198 | 114 | 122 | 76 | 91 | 86 | 26
A18907,长安大学第07组,化,585,A18907 | 长安大学第07组 | 化 | 585 | 202 | 118 | 130 | 78 | 93 | 82 | 2
A18908,长安大学第08组,化,580,A18908 | 长安大学第08组 | 化 | 580 | 211 | 112 | 117 | 65 | 91 | 86 | 7 | 少数民族预科班
A18909,长安大学第09组,不限,563,A18909 | 长安大学第09组 | 不限 | 563 | 213 | 110 | 123 | 59 | 87 | 81 | 18 | 国家专项计划
A18910,长安大学第10组,化,581,A18910 | 长安大学第10组 | 化 | 581 | 201 | 110 | 124 | 72 | 90 | 84 | 6 | 国家专项计划
A19103,西北农林科技大学第03组,不限,593,A19103 | 西北农林科技大学第03组 | 不限 | 593 | 228 | 115 | 120 | 71 | 90 | 84
A19104,西北农林科技大学第04组,不限,593,A19104 | 西北农林科技大学第04组 | 不限 | 593 | 228 | 122 | 137 | 63 | 83 | 82
A19105,西北农林科技大学第05组,不限,591,A19105 | 西北农林科技大学第05组 | 不限 | 591 | 235 | 118 | 86 | 85 | 93 | 92
A19106,西北农林科技大学第06组,化,589,A19106 | 西北农林科技大学第06组 | 化 | 589 | 224 | 112 | 116 | 72 | 93 | 84 | 3
A19107,西北农林科技大学第07组,化,604,A19107 | 西北农林科技大学第07组 | 化 | 604 | 233 | 120 | 127 | 76 | 94 | 74 | 13
A19108,西北农林科技大学第08组,化,597,A19108 | 西北农林科技大学第08组 | 化 | 597 | 223 | 114 | 130 | 70 | 88 | 86 | 7
A19109,西北农林科技大学第09组,化,589,A19109 | 西北农林科技大学第09组 | 化 | 589 | 233 | 118 | 124 | 61 | 88 | 83
A19110,西北农林科技大学第10组,化和生,600,A19110 | 西北农林科技大学第10组 | 化和生 | 600 | 226 | 118 | 125 | 67 | 88 | 84
A19111,西北农林科技大学第11组,地,599,A19111 | 西北农林科技大学第11组 | 地 | 599 | 218 | 109 | 124 | 79 | 90 | 88 | 1
A19112,西北农林科技大学第12组,化,580,A19112 | 西北农林科技大学第12组 | 化 | 580 | 211 | 111 | 122 | 69 | 90 | 88
A19113,西北农林科技大学第13组,化,585,A19113 | 西北农林科技大学第13组 | 化 | 585 | 216 | 111 | 123 | 74 | 89 | 83 | 11
A19114,西北农林科技大学第14组,化,584,A19114 | 西北农林科技大学第14组 | 化 | 584 | 206 | 108 | 133 | 67 | 90 | 88 | 2
A19115,西北农林科技大学第15组,化,594,A19115 | 西北农林科技大学第15组 | 化 | 594 | 219 | 115 | 128 | 58 | 90 | 09 | 7 | 少数民族预科班
A19116,西北农林科技大学第16组,化,582,A19116 | 西北农林科技大学第16组 | 化 | 582 | 221 | 115 | 132 | 54 | 83 | 82 | 2 | 国家专项计划
A19117,西北农林科技大学第17组,生,586,A19117 | 西北农林科技大学第17组 | 生 | 586 | 233 | 118 | 131 | 41 | 94 | 87 | 4 | 国家专项计划
A19322,陕西师范大学第22组,不限,578,A19322 | 陕西师范大学第22组 | 不限 | 578 | 210 | 109 | 123 | 74 | 88 | 83
A19323,陕西师范大学第23组,化,597,A19323 | 陕西师范大学第23组 | 化 | 597 | 206 | 115 | 137 | 70 | 89 | 85 | 民族班
A19324,陕西师范大学第24组,不限,571,A19324 | 陕西师范大学第24组 | 不限 | 571 | 229 | 120 | 124 | 52 | 84 | 82 | 国家专项计划
A19325,陕西师范大学第25组,化,583,A19325 | 陕西师范大学第25组 | 化 | 583 | 215 | 117 | 130 | 67 | 87 | 84 | 国家专项计划
A19327,陕西师范大学第27组,生,584,A19327 | 陕西师范大学第27组 | 生 | 584 | 231 | 122 | 111 | 54 | 91 | 87 | 国家专项计划
A19505,兰州大学第05组,不限,594,A19505 | 兰州大学第05组 | 不限 | 594 | 220 | 114 | 120 | 69 | 94 | 91
A19506,兰州大学第06组,化,603,A19506 | 兰州大学第06组 | 化 | 603 | 235 | 129 | 115 | 69 | 93 | 91
A19507,兰州大学第07组,化,593,A19507 | 兰州大学第07组 | 化 | 593 | 225 | 117 | 126 | 65 | 87 | 80
A19508,兰州大学第08组,化,589,A19508 | 兰州大学第08组 | 化 | 589 | 223 | 113 | 103 | 73 | 92 | 88 | 11 | 国家专项计划
A19509,兰州大学第09组,化,608,A19509 | 兰州大学第09组 | 化 | 608 | 230 | 117 | 137 | 76 | 89 | 76 | 国家专项计划
A19713,西北民族大学第13组,不限,502,A19713 | 西北民族大学第13组 | 不限 | 502 | 193 | 99 | 99 | 48 | 84 | 78
A19714,西北民族大学第14组,不限,498,A19714 | 西北民族大学第14组 | 不限 | 498 | 172 | 89 | 115 | 57 | 85 | 69
A19715,西北民族大学第15组,不限,511,A19715 | 西北民族大学第15组 | 不限 | 511 | 187 | 99 | 113 | 45 | 87 | 79
A19716,西北民族大学第16组,化,498,A19716 | 西北民族大学第16组 | 化 | 498 | 192 | 101 | 108 | 41 | 19 | 78
A19717,西北民族大学第17组,化,499,A19717 | 西北民族大学第17组 | 化 | 499 | 213 | 107 | 95 | 51 | 75 | 65
A19718,西北民族大学第18组,化,498,A19718 | 西北民族大学第18组 | 化 | 498 | 200 | 100 | 111 | 46 | 73 | 68 | 8
A19719,西北民族大学第19组,化,494,A19719 | 西北民族大学第19组 | 化 | 494 | 181 | 94 | 113 | 48 | 84 | 68 | 14
A19720,西北民族大学第20组,不限,487,A19720 | 西北民族大学第20组 | 不限 | 487 | 198 | 113 | 94 | 37 | 81 | 67 | 9 | 少数民族预科班
A19721,西北民族大学第21组,化,491,A19721 | 西北民族大学第21组 | 化 | 491 | 204 | 102 | 108 | 36 | 75 | 68 | 国家专项计划
A20102,华北科技学院第02组,不限,495,A20102 | 华北科技学院第02组 | 不限 | 495 | 184 | 101 | 94 | 57 | 83 | 77 | 17
A20103,华北科技学院第03组,化,511,A20103 | 华北科技学院第03组 | 化 | 511 | 189 | 95 | 112 | 62 | 177 | 71 | 16
A20104,华北科技学院第04组,化,500,A20104 | 华北科技学院第04组 | 化 | 500 | 179 | 93 | 96 | 54 | 88 | 83 | 7
A20105,华北科技学院第05组,化,512,A20105 | 华北科技学院第05组 | 化 | 512 | 185 | 103 | 110 | 48 | 82 | 77 | 14 | 国家专项计划
A20310,中国人民警察大学第10组,不限,536,A20310 | 中国人民警察大学第10组 | 不限 | 536 | 208 | 109 | 112 | 66 | 79 | 71
A20311,中国人民警察大学第11组,化,532,A20311 | 中国人民警察大学第11组 | 化 | 532 | 183 | 97 | 124 | 57 | 89 | 79
A20312,中国人民警察大学第12组,政,534,A20312 | 中国人民警察大学第12组 | 政 | 534 | 230 | 125 | 67 | 75 | 82 | 80 | 1
A20502,中华女子学院第02组,不限,522,A20502 | 中华女子学院第02组 | 不限 | 522 | 194 | 104 | 122 | 45 | 84 | 77
A20503,中华女子学院第03组,化,523,A20503 | 中华女子学院第03组 | 化 | 523 | 204 | 112 | 109 | 46 | 85 | 79
A20704,北方民族大学第04组,不限,494,A20704 | 北方民族大学第04组 | 不限 | 494 | 196 | 98 | 106 | 42 | 79 | 71 | 1
A20705,北方民族大学第05组,化,490,A20705 | 北方民族大学第05组 | 化 | 490 | 196 | 100 | 102 | 49 | 76 | 67
A20706,北方民族大学第06组,化,510,A20706 | 北方民族大学第06组 | 化 | 510 | 194 | 101 | 105 | 57 | 88 | 66
A20707,北方民族大学第07组,政,503,A20707 | 北方民族大学第07组 | 政 | 503 | 205 | 103 | 111 | 39 | 82 | 66 | 9
A20708,北方民族大学第08组,化,490,A20708 | 北方民族大学第08组 | 化 | 490 | 180 | 101 | 86 | 63 | 89 | 72 | 4
A20709,北方民族大学第09组,不限,485,A20709 | 北方民族大学第09组 | 不限 | 485 | 191 | 101 | 87 | 61 | 75 | 61 | 10 | 少数民族预科班
A20710,北方民族大学第10组,不限,496,A20710 | 北方民族大学第10组 | 不限 | 496 | 191 | 109 | 64 | 60 | 89 | 82 | 1 | 国家专项计划
A20711,北方民族大学第11组,化,499,A20711 | 北方民族大学第11组 | 化 | 499 | 173 | 101 | 100 | 61 | 83 | 82 | 10 | 国家专项计划
A20903,中国矿业大学（北京）第03组,不限,583,A20903 | 中国矿业大学（北京）第03组 | 不限 | 583 | 221 | 118 | 123 | 72 | 87 | 80
A20904,中国矿业大学（北京）第04组,化,591,A20904 | 中国矿业大学（北京）第04组 | 化 | 591 | 225 | 122 | 125 | 75 | 85 | 81
A20905,中国矿业大学（北京）第05组,不限,583,A20905 | 中国矿业大学（北京）第05组 | 不限 | 583 | 218 | 112 | 126 | 70 | 86 | 83 | 国家专项计划
A20906,中国矿业大学（北京）第06组,化,595,A20906 | 中国矿业大学（北京）第06组 | 化 | 595 | 232 | 119 | 100 | 86 | 90 | 87 | 2 | 国家专项计划
A21103,中国石油大学（北京）第03组,不限,591,A21103 | 中国石油大学（北京）第03组 | 不限 | 591 | 246 | 128 | 117 | 63 | 86 | 79 | 18
A21104,中国石油大学（北京）第04组,化,598,A21104 | 中国石油大学（北京）第04组 | 化 | 598 | 226 | 121 | 137 | 68 | 88 | 79 | 11
A21105,中国石油大学（北京）第05组,化,583,A21105 | 中国石油大学（北京）第05组 | 化 | 583 | 223 | 122 | 106 | 75 | 90 | 89 | 2 | 国家专项计划
A21305,中国地质大学（北京）第05组,不限,589,A21305 | 中国地质大学（北京）第05组 | 不限 | 589 | 227 | 116 | 131 | 51 | 92 | 88 | 4
A21306,中国地质大学（北京）第06组,化,591,A21306 | 中国地质大学（北京）第06组 | 化 | 591 | 229 | 117 | 130 | 66 | 84 | 82
