code,name,req,score,row
F25502,河北地质大学华信学院第02组,不限,443,F25502 | 河北地质大学华信学院第02组 | 不限 | 443 | 179 | 97 | 79 | 44 | 74 | 67 | 2
F25503,河北地质大学华信学院第03组,化,441,F25503 | 河北地质大学华信学院第03组 | 化 | 441 | 151 | 90 | 115 | 26 | 73 | 66 | 17
F25504,河北地质大学华信学院第04组,生,451,F25504 | 河北地质大学华信学院第04组 | 生 | 451 | 193 | 100 | 58 | 48 | 78 | 74 | 4 | 护理类
F25802,保定理工学院第02组,不限,427,F25802 | 保定理工学院第02组 | 不限 | 427 | 177 | 94 | 47 | 54 | 77 | 72
F25803,保定理工学院第03组,化,434,F25803 | 保定理工学院第03组 | 化 | 434 | 170 | 85 | 52 | 55 | 80 | 77 | 6
F26003,北京中医药大学东方学院第03组,不限,466,F26003 | 北京中医药大学东方学院第03组 | 不限 | 466 | 192 | 97 | 90 | 39 | 85 | 60 | 16
F26004,北京中医药大学东方学院第04组,化,454,F26004 | 北京中医药大学东方学院第04组 | 化 | 454 | 168 | 92 | 89 | 39 | 75 | 73 | 3
F26005,北京中医药大学东方学院第05组,生,468,F26005 | 北京中医药大学东方学院第05组 | 生 | 468 | 186 | 96 | 85 | 49 | 75 | 73 | 护理类
F29203,山西大学第03组,不限,562,F29203 | 山西大学第03组 | 不限 | 562 | 213 | 111 | 134 | 61 | 81 | 73 | 9
F29204,山西大学第04组,化,549,F29204 | 山西大学第04组 | 化 | 549 | 214 | 112 | 121 | 44 | 87 | 83
F29302,太原科技大学第02组,不限,536,F29302 | 太原科技大学第02组 | 不限 | 536 | 210 | 107 | 112 | 48 | 90 | 76 | 2
F29303,太原科技大学第03组,化,525,F29303 | 太原科技大学第03组 | 化 | 525 | 215 | 108 | 98 | 47 | 87 | 68 | 27
F29401,中北大学第01组,个限,532,F29401 | 中北大学第01组 | 个限 | 532 | 198 | 113 | 99 | 67 | 90 | 78 | 2
F29402,中北大学第02组,化,584,F29402 | 中北大学第02组 | 化 | 584 | 226 | 117 | 101 | 82 | 90 | 85 | 5
F29403,中北大学第03组,化,581,F29403 | 中北大学第03组 | 化 | 581 | 216 | 115 | 131 | 65 | 89 | 80 | 13
F29404,中北大学第04组,化,556,F29404 | 中北大学第04组 | 化 | 556 | 201 | 103 | 138 | 49 | 85 | 83 | 5
F29504,太原理工大学第04组,不限,580,F29504 | 太原理工大学第04组 | 不限 | 580 | 217 | 109 | 136 | 58 | 90 | 79 | 23
F29505,太原理工大学第05组,化,582,F29505 | 太原理工大学第05组 | 化 | 582 | 217 | 118 | 138 | 55 | 91 | 81 | 11
F29506,太原理工大学第06组,化,588,F29506 | 太原理工大学第06组 | 化 | 588 | 230 | 115 | 124 | 63 | 91 | 80
F29603,山西农业大学第03组,不限,507,F29603 | 山西农业大学第03组 | 不限 | 507 | 206 | 107 | 112 | 30 | 81 | 78
F29604,山西农业大学第04组,化,501,F29604 | 山西农业大学第04组 | 化 | 501 | 205 | 105 | 112 | 34 | 85 | 65 | 18
F29605,山西农业大学第05组,化和生,498,F29605 | 山西农业大学第05组 | 化和生 | 498 | 195 | 100 | 93 | 56 | 80 | 74 | 7
F29704,山西医科大学第04组,不限,506,F29704 | 山西医科大学第04组 | 不限 | 506 | 191 | 104 | 122 | 47 | 74 | 72 | 17
F29705,山西医科大学第05组,化,514,F29705 | 山西医科大学第05组 | 化 | 514 | 200 | 102 | 107 | 47 | 81 | 79 | 15
F29706,山西医科大学第06组,化和生,588,F29706 | 山西医科大学第06组 | 化和生 | 588 | 241 | 128 | 131 | 53 | 82 | 81 | 1
F29707,山西医科大学第07组,化和生,532,F29707 | 山西医科大学第07组 | 化和生 | 532 | 202 | 102 | 120 | 54 | 87 | 69
F29708,山西医科大学第08组,生,547,F29708 | 山西医科大学第08组 | 生 | 547 | 216 | 110 | 120 | 62 | 78 | 71 | 4 | 护理类
F29801,长治医学院第01组,不限,505,F29801 | 长治医学院第01组 | 不限 | 505 | 194 | 99 | 118 | 45 | 81 | 67 | 3
F29802,长治医学院第02组,不限,507,F29802 | 长治医学院第02组 | 不限 | 507 | 191 | 96 | 112 | 52 | 77 | 75 | 13
F29803,长治医学院第03组,化,480,F29803 | 长治医学院第03组 | 化 | 480 | 188 | 100 | 99 | 47 | 73 | 73 | 7
F29804,长治医学院第04组,化,494,F29804 | 长治医学院第04组 | 化 | 494 | 190 | 98 | 107 | 46 | 77 | 74 | 4
F29805,长治医学院第05组,生,496,F29805 | 长治医学院第05组 | 生 | 496 | 190 | 97 | 114 | 46 | 74 | 72 | 护理类
F29904,山西师范大学第04组,化,506,F29904 | 山西师范大学第04组 | 化 | 506 | 183 | 101 | 109 | 58 | 82 | 74 | 4
F30103,山西大同大学第03组,化,512,F30103 | 山西大同大学第03组 | 化 | 512 | 180 | 96 | 118 | 54 | 84 | 76 | 4
F30104,山西大同大学第04组,化和生,506,F30104 | 山西大同大学第04组 | 化和生 | 506 | 193 | 117 | 110 | 48 | 87 | 68
F30202,晋中学院第02组,不限,477,F30202 | 晋中学院第02组 | 不限 | 477 | 190 | 96 | 98 | 46 | 85 | 58 | 2
F30203,晋中学院第03组,化,476,F30203 | 晋中学院第03组 | 化 | 476 | 193 | 99 | 60 | 68 | 78 | 77 | 12
F30303,长治学院第03组,不限,477,F30303 | 长治学院第03组 | 不限 | 477 | 189 | 100 | 89 | 53 | 74 | 72 | 18
F30304,长治学院第04组,化,476,F30304 | 长治学院第04组 | 化 | 476 | 199 | 100 | 83 | 41 | 90 | 63 | 37
F30401,运城学院第01组,化,475,F30401 | 运城学院第01组 | 化 | 475 | 198 | 107 | 93 | 44 | 72 | 68 | 15
F30504,忻州师范学院第04组,不限,475,F30504 | 忻州师范学院第04组 | 不限 | 475 | 182 | 98 | 96 | 57 | T7 | 63 | 12
F30505,忻州师范学院第05组,化,476,F30505 | 忻州师范学院第05组 | 化 | 476 | 186 | 98 | 97 | 55 | 69 | 69 | 17
F30506,忻州师范学院第06组,化和生,474,F30506 | 忻州师范学院第06组 | 化和生 | 474 | 187 | 98 | 86 | 55 | 77 | 69 | 13
F30602,山西财经大学第02组,不限,508,F30602 | 山西财经大学第02组 | 不限 | 508 | 200 | 113 | 94 | 43 | 87 | 84 | 5
F30603,山西财经大学第03组,不限,521,F30603 | 山西财经大学第03组 | 不限 | 521 | 203 | 106 | 105 | 61 | 79 | 73 | 16
F30604,山西财经大学第04组,化,541,F30604 | 山西财经大学第04组 | 化 | 541 | 210 | 108 | 97 | 59 | 88 | 87 | 5
F30703,山西中医药大学第03组,个限,531,F30703 | 山西中医药大学第03组 | 个限 | 531 | 190 | 102 | 100 | 61 | 90 | 80
F30704,山西中医药大学第04组,不限,507,F30704 | 山西中医药大学第04组 | 不限 | 507 | 194 | 98 | 94 | 61 | 89 | 69
F30705,山西中医药大学第05组,化,498,F30705 | 山西中医药大学第05组 | 化 | 498 | 189 | 109 | 117 | 53 | 71 | 68
F30706,山西中医药大学第06组,生,535,F30706 | 山西中医药大学第06组 | 生 | 535 | 214 | 113 | 88 | 69 | 86 | 78 | 6
F30707,山西中医药大学第07组,生,516,F30707 | 山西中医药大学第07组 | 生 | 516 | 184 | 96 | 112 | 61 | 87 | 72 | 5 | 护理类
F30804,吕梁学院第04组,不限,480,F30804 | 吕梁学院第04组 | 不限 | 480 | 178 | 101 | 89 | 55 | 84 | 74
F30805,吕梁学院第05组,化,477,F30805 | 吕梁学院第05组 | 化 | 477 | 197 | 100 | 90 | 47 | 81 | 62 | 10
F30806,吕梁学院第06组,地,474,F30806 | 吕梁学院第06组 | 地 | 474 | 195 | 99 | 84 | 49 | 79 | 67 | 15
F30903,太原学院第03组,不限,474,F30903 | 太原学院第03组 | 不限 | 474 | 175 | 97 | 109 | 34 | 81 | 75 | 6
F30904,太原学院第04组,不限,488,F30904 | 太原学院第04组 | 不限 | 488 | 153 | 77 | 124 | 52 | 83 | 76 | 14
F30905,太原学院第05组,化,477,F30905 | 太原学院第05组 | 化 | 477 | 184 | 96 | 108 | 46 | 71 | 68 | 2
F30906,太原学院第06组,生,483,F30906 | 太原学院第06组 | 生 | 483 | 217 | 110 | 53 | 56 | 84 | 73 | 13
F31102,太原工业学院第02组,化,495,F31102 | 太原工业学院第02组 | 化 | 495 | 188 | 101 | 84 | 61 | 82 | 80 | 2
F31103,太原工业学院第03组,化,476,F31103 | 太原工业学院第03组 | 化 | 476 | 191 | 105 | 79 | 45 | 83 | 78 | 15
F31202,山西传媒学院第02组,不限,504,F31202 | 山西传媒学院第02组 | 不限 | 504 | 191 | 96 | 124 | 49 | 72 | 68 | 3
F31203,山西传媒学院第03组,化,483,F31203 | 山西传媒学院第03组 | 化 | 483 | 199 | 101 | 67 | 52 | 83 | 82 | 3
F31302,山西工程技术学院第02组,不限,481,F31302 | 山西工程技术学院第02组 | 不限 | 481 | 193 | 104 | 85 | 60 | 177 | 66 | 8
F31303,山西工程技术学院第03组,化,483,F31303 | 山西工程技术学院第03组 | 化 | 483 | 194 | 108 | 101 | 38 | 80 | 70 | 13
F31304,山西工程技术学院第04组,地,500,F31304 | 山西工程技术学院第04组 | 地 | 500 | 200 | 109 | 68 | 49 | 90 | 83
F31401,山西能源学院第01组,化,479,F31401 | 山西能源学院第01组 | 化 | 479 | 212 | 116 | 54 | 50 | 85 | 78
F31503,山西工程科技职业大学第03组,不限,490,F31503 | 山西工程科技职业大学第03组 | 不限 | 490 | 186 | 99 | 88 | 54 | 84 | 78
F34601,山西工学院第01组,化,488,F34601 | 山西工学院第01组 | 化 | 488 | 182 | 91 | 116 | 52 | 77 | 61
F34801,山西电子科技学院第01组,化,484,F34801 | 山西电子科技学院第01组 | 化 | 484 | 196 | 102 | 87 | 45 | 74 | 72 | 8
F34902,山西普中理工学院第02组,化,466,F34902 | 山西普中理工学院第02组 | 化 | 466 | 188 | 98 | 112 | 38 | 67 | 61 | 14
F35001,山西科技学院第01组,化,505,F35001 | 山西科技学院第01组 | 化 | 505 | 209 | 117 | 102 | 41 | 77 | 76 | 2
F35402,运城职业技术大学第02组,不限,428,F35402 | 运城职业技术大学第02组 | 不限 | 428 | 155 | 89 | 73 | 40 | 85 | 75 | 15
F38401,内蒙古大学第01组,不限,581,F38401 | 内蒙古大学第01组 | 不限 | 581 | 224 | 115 | 116 | 63 | 89 | 89
F38402,内蒙古大学第02组,化,578,F38402 | 内蒙古大学第02组 | 化 | 578 | 213 | 116 | 119 | 72 | 91 | 83
F38403,内蒙古大学第03组,化,591,F38403 | 内蒙古大学第03组 | 化 | 591 | 217 | 111 | 132 | 68 | 91 | 83 | 2
F38404,内蒙古大学第04组,化,569,F38404 | 内蒙古大学第04组 | 化 | 569 | 210 | 110 | 127 | 54 | 95 | 83
F38405,内蒙古大学第05组,化,583,F38405 | 内蒙古大学第05组 | 化 | 583 | 214 | 114 | 119 | 61 | 91 | 88 | 6
F38503,内蒙古科技大学第03组,不限,484,F38503 | 内蒙古科技大学第03组 | 不限 | 484 | 176 | 94 | 121 | 46 | 74 | 67 | 8
F38504,内蒙古科技大学第04组,化,496,F38504 | 内蒙古科技大学第04组 | 化 | 496 | 196 | 107 | 91 | 63 | 75 | 71
F38602,内蒙古工业大学第02组,不限,490,F38602 | 内蒙古工业大学第02组 | 不限 | 490 | 175 | 93 | 115 | 55 | 73 | 72
F38603,内蒙古工业大学第03组,不限,490,F38603 | 内蒙古工业大学第03组 | 不限 | 490 | 173 | 94 | 90 | 56 | 91 | 80
F38604,内蒙古工业大学第04组,化,526,F38604 | 内蒙古工业大学第04组 | 化 | 526 | 192 | 97 | 108 | 65 | 84 | 77 | 5
F38605,内蒙古工业大学第05组,化,521,F38605 | 内蒙古工业大学第05组 | 化 | 521 | 218 | 113 | 76 | 58 | 95 | 74 | 18
F38606,内蒙古工业大学第06组,化,511,F38606 | 内蒙古工业大学第06组 | 化 | 511 | 194 | 98 | 100 | 52 | 84 | 71 | 8
F38607,内蒙古工业大学第07组,化,529,F38607 | 内蒙古工业大学第07组 | 化 | 529 | 204 | 110 | 105 | 58 | 82 | 80 | 13
F38608,内蒙古工业大学第08组,化,509,F38608 | 内蒙古工业大学第08组 | 化 | 509 | 194 | 100 | 111 | 57 | 80 | 67 | 11
F38701,内蒙古农业大学第01组,化,481,F38701 | 内蒙古农业大学第01组 | 化 | 481 | 192 | 98 | 85 | 39 | 84 | 81 | 2
F38702,内蒙古农业大学第02组,化,490,F38702 | 内蒙古农业大学第02组 | 化 | 490 | 192 | 110 | 106 | 58 | 72 | 62 | 13
F38801,内蒙古医科大学第01组,不限,526,F38801 | 内蒙古医科大学第01组 | 不限 | 526 | 197 | 110 | 95 | 51 | 96 | 87
F38802,内蒙古医科大学第02组,化和生,537,F38802 | 内蒙古医科大学第02组 | 化和生 | 537 | 202 | 105 | 116 | 64 | 78 | 77
F38803,内蒙古医科大学第03组,化和生,491,F38803 | 内蒙古医科大学第03组 | 化和生 | 491 | 179 | 94 | 110 | 36 | 88 | 78
F38804,内蒙古医科大学第04组,生,521,F38804 | 内蒙古医科大学第04组 | 生 | 521 | 196 | 98 | 108 | 49 | 87 | 81 | 8
F38903,内蒙古师范大学第03组,不限,474,F38903 | 内蒙古师范大学第03组 | 不限 | 474 | 199 | 112 | 78 | 35 | 84 | 78
F38904,内蒙古师范大学第04组,化,472,F38904 | 内蒙古师范大学第04组 | 化 | 472 | 185 | 101 | 119 | 42 | 68 | 58
F39002,内蒙古民族大学第02组,不限,481,F39002 | 内蒙古民族大学第02组 | 不限 | 481 | 201 | 109 | 93 | 56 | 67 | 64
F39003,内蒙古民族大学第03组,化,485,F39003 | 内蒙古民族大学第03组 | 化 | 485 | 199 | 101 | 109 | 41 | 78 | 58 | 13
F39004,内蒙古民族大学第04组,化,475,F39004 | 内蒙古民族大学第04组 | 化 | 475 | 167 | 102 | 106 | 41 | 88 | 73 | 27
F39005,内蒙古民族大学第05组,化,476,F39005 | 内蒙古民族大学第05组 | 化 | 476 | 216 | 122 | 51 | 54 | 83 | 72 | 5
F39006,内蒙古民族大学第06组,生,476,F39006 | 内蒙古民族大学第06组 | 生 | 476 | 212 | 107 | 33 | 64 | 85 | 82 | 2
F39101,赤峰学院第01组,化,474,F39101 | 赤峰学院第01组 | 化 | 474 | 190 | 97 | 71 | 58 | 82 | 73 | 16
F39202,内蒙古财经大学第02组,不限,501,F39202 | 内蒙古财经大学第02组 | 不限 | 501 | 193 | 103 | 126 | 43 | 74 | 65 | 10
F39303,呼伦贝尔学院第03组,不限,469,F39303 | 呼伦贝尔学院第03组 | 不限 | 469 | 177 | 92 | 93 | 44 | 82 | 73 | 11
F39903,内蒙古科技大学包头师范学院第03组,个限,473,F39903 | 内蒙古科技大学包头师范学院第03组 | 个限 | 473 | 193 | 105 | 93 | 42 | 74 | 61 | 29
F39904,内蒙古科技大学包头师范学院第04组,化,471,F39904 | 内蒙古科技大学包头师范学院第04组 | 化 | 471 | 191 | 99 | 94 | 44 | 72 | 70 | 13
F39905,内蒙古科技大学包头师范学院第05组,地,480,F39905 | 内蒙古科技大学包头师范学院第05组 | 地 | 480 | 209 | 107 | 66 | 38 | 87 | 80 | 8
F40001,内蒙古科技大学包头医学院第01组,化和生,502,F40001 | 内蒙古科技大学包头医学院第01组 | 化和生 | 502 | 191 | 97 | 90 | 58 | 86 | 77 | 14
F40002,内蒙古科技大学包头医学院第02组,化和生,482,F40002 | 内蒙古科技大学包头医学院第02组 | 化和生 | 482 | 193 | 102 | 82 | 51 | 81 | 75
F46101,辽宁大学第01组,不限,581,F46101 | 辽宁大学第01组 | 不限 | 581 | 221 | 116 | 125 | 66 | 87 | 82
F46102,辽宁大学第02组,化,594,F46102 | 辽宁大学第02组 | 化 | 594 | 220 | 115 | 126 | 69 | 87 | 82 | 3
F46103,辽宁大学第03组,不限,565,F46103 | 辽宁大学第03组 | 不限 | 565 | 221 | 117 | 118 | 65 | 82 | 79 | 2
F46104,辽宁大学第04组,不限,570,F46104 | 辽宁大学第04组 | 不限 | 570 | 217 | 112 | 120 | 55 | 90 | 78 | 29
F46105,辽宁大学第05组,化,582,F46105 | 辽宁大学第05组 | 化 | 582 | 220 | 120 | 121 | 67 | 90 | 84 | 5 | 国家专项计划
F46201,沈阳工业大学第01组,化,553,F46201 | 沈阳工业大学第01组 | 化 | 553 | 231 | 119 | 96 | 63 | 85 | 78 | 13
F46202,沈阳工业大学第02组,化,482,F46202 | 沈阳工业大学第02组 | 化 | 482 | 175 | 89 | 76 | 69 | 79 | 73 | 10 | 国家专项计划
F46301,沈阳航空航大大学第01组,化,560,F46301 | 沈阳航空航大大学第01组 | 化 | 560 | 215 | 115 | 113 | 62 | 90 | 80
F46302,沈阳航空航天大学第02组,化,553,F46302 | 沈阳航空航天大学第02组 | 化 | 553 | 207 | 120 | 124 | 64 | 84 | 74 | 1
F46303,沈阳航空航天大学第03组,化,562,F46303 | 沈阳航空航天大学第03组 | 化 | 562 | 220 | 115 | 121 | 40 | 87 | 84 | 13 | 国家专项计划
F46502,沈阳理工大学第02组,不限,553,F46502 | 沈阳理工大学第02组 | 不限 | 553 | 202 | 103 | 113 | 68 | 87 | 83
F46503,沈阳理工大学第03组,化,548,F46503 | 沈阳理工大学第03组 | 化 | 548 | 222 | 115 | 99 | 56 | 89 | 82
F46504,沈阳理工大学第04组,化,549,F46504 | 沈阳理工大学第04组 | 化 | 549 | 205 | 118 | 109 | 69 | 87 | 79 | 6 | 国家专项计划
F46601,辽宁科技大学第01组,化,521,F46601 | 辽宁科技大学第01组 | 化 | 521 | 206 | 104 | 106 | 51 | 83 | 75 | 17
F46602,辽宁科技大学第02组,化,485,F46602 | 辽宁科技大学第02组 | 化 | 485 | 211 | 107 | 91 | 46 | 71 | 66 | 11
F46603,辽宁科技大学第03组,化,536,F46603 | 辽宁科技大学第03组 | 化 | 536 | 229 | 119 | 75 | 59 | 91 | 72 | 11 | 国家专项计划
F46701,辽宁工程技术大学第01组,不限,455,F46701 | 辽宁工程技术大学第01组 | 不限 | 455 | 194 | 106 | 94 | 28 | 81 | 58 | 34
F46702,辽宁工程技术大学第02组,化,526,F46702 | 辽宁工程技术大学第02组 | 化 | 526 | 201 | 102 | 105 | 54 | 87 | 79 | 4
F46703,辽宁工程技术大学第03组,化,490,F46703 | 辽宁工程技术大学第03组 | 化 | 490 | 184 | 100 | 108 | 31 | 88 | 69 | 5 | 国家专项计划
F46801,辽宁石油化工大学第01组,化,524,F46801 | 辽宁石油化工大学第01组 | 化 | 524 | 199 | 102 | 118 | 56 | 80 | 71 | 33
F46802,辽宁石油化工大学第02组,化,498,F46802 | 辽宁石油化工大学第02组 | 化 | 498 | 191 | 98 | 122 | 43 | 72 | 70
F46803,辽宁石油化工大学第03组,不限,490,F46803 | 辽宁石油化工大学第03组 | 不限 | 490 | 189 | 96 | 76 | 49 | 87 | 79 | 6 | 少数民族预科班
F46804,辽宁石油化工大学第04组,化,514,F46804 | 辽宁石油化工大学第04组 | 化 | 514 | 198 | 105 | 93 | 62 | 88 | 73 | 2 | 国家专项计划
F46903,沈阳化工大学第03组,化,518,F46903 | 沈阳化工大学第03组 | 化 | 518 | 209 | 106 | 78 | 63 | 82 | 76
F47003,大连交通大学第03组,化,553,F47003 | 大连交通大学第03组 | 化 | 553 | 234 | 123 | 95 | 66 | 90 | 68 | 11
F47004,大连交通大学第04组,不限,538,F47004 | 大连交通大学第04组 | 不限 | 538 | 215 | 110 | 112 | 59 | 77 | 75
F47005,大连交通大学第05组,化,543,F47005 | 大连交通大学第05组 | 化 | 543 | 205 | 107 | 117 | 59 | 85 | 77 | 4
F47006,大连交通大学第06组,化,549,F47006 | 大连交通大学第06组 | 化 | 549 | 210 | 113 | 128 | 70 | T7 | 64
F47007,大连交通大学第07组,化,562,F47007 | 大连交通大学第07组 | 化 | 562 | 212 | 111 | 106 | 68 | 86 | 80 | 国家专项计划
F47102,大连工业大学第02组,不限,525,F47102 | 大连工业大学第02组 | 不限 | 525 | 208 | 104 | 105 | 59 | 81 | 72 | 12
F47103,大连工业大学第03组,化,503,F47103 | 大连工业大学第03组 | 化 | 503 | 196 | 111 | 114 | 47 | 75 | 71
F47104,大连工业大学第04组,化,540,F47104 | 大连工业大学第04组 | 化 | 540 | 202 | 102 | 98 | 63 | 90 | 87 | 10
F47105,大连工业大学第05组,化,529,F47105 | 大连工业大学第05组 | 化 | 529 | 194 | 98 | 107 | 68 | 87 | 73 | 7
F47106,大连工业大学第06组,化,525,F47106 | 大连工业大学第06组 | 化 | 525 | 210 | 111 | 117 | 53 | 73 | 72 | 14
F47107,大连工业大学第07组,化,522,F47107 | 大连工业大学第07组 | 化 | 522 | 208 | 106 | 85 | 54 | 90 | 85
F47108,大连工业大学第08组,化,521,F47108 | 大连工业大学第08组 | 化 | 521 | 206 | 105 | 76 | 68 | 86 | 85 | 3
F47109,大连工业大学第09组,化,559,F47109 | 大连工业大学第09组 | 化 | 559 | 204 | 112 | 112 | 74 | 90 | 79 | 34
F47110,大连工业大学第10组,化,558,F47110 | 大连工业大学第10组 | 化 | 558 | 216 | 115 | 93 | 71 | 86 | 82 | 3
F47111,大连工业大学第11组,化,534,F47111 | 大连工业大学第11组 | 化 | 534 | 207 | 106 | 94 | 59 | 92 | 82 | 6
F47112,大连工业大学第12组,化,522,F47112 | 大连工业大学第12组 | 化 | 522 | 208 | 106 | 103 | 60 | 82 | 69 | 10
F47113,大连工业大学第13组,化,529,F47113 | 大连工业大学第13组 | 化 | 529 | 201 | 110 | 106 | 59 | 83 | 80 | 7
F47114,大连工业大学第14组,化,525,F47114 | 大连工业大学第14组 | 化 | 525 | 204 | 103 | 83 | 58 | 93 | 87 | 4
F47115,大连工业大学第15组,化,550,F47115 | 大连工业大学第15组 | 化 | 550 | 216 | 108 | 112 | 62 | 87 | 73 | 22 | 国家专项计划
F47202,沈阳建筑大学第02组,不限,499,F47202 | 沈阳建筑大学第02组 | 不限 | 499 | 188 | 106 | 118 | 53 | 70 | 70 | 9
F47203,沈阳建筑大学第03组,不限,531,F47203 | 沈阳建筑大学第03组 | 不限 | 531 | 186 | 99 | 126 | 55 | 82 | 72
F47204,沈阳建筑大学第04组,化,515,F47204 | 沈阳建筑大学第04组 | 化 | 515 | 213 | 112 | 120 | 42 | 12 | 68 | 1
F47205,沈阳建筑大学第05组,化,528,F47205 | 沈阳建筑大学第05组 | 化 | 528 | 217 | 109 | 95 | 53 | 81 | 72 | 15 | 国家专项计划
F47301,辽宁工业大学第01组,化,518,F47301 | 辽宁工业大学第01组 | 化 | 518 | 215 | 114 | 75 | 53 | 92 | 83 | 12
F47302,辽宁工业大学第02组,化,506,F47302 | 辽宁工业大学第02组 | 化 | 506 | 190 | 100 | 113 | 46 | 89 | 68 | 20
F47401,沈阳农业大学第01组,化,516,F47401 | 沈阳农业大学第01组 | 化 | 516 | 209 | 108 | 113 | 46 | 75 | 73 | 4
F47402,沈阳农业大学第02组,化,486,F47402 | 沈阳农业大学第02组 | 化 | 486 | 193 | 99 | 85 | 50 | 84 | 74 | 国家专项计划
F47501,大连海洋大学第01组,化,512,F47501 | 大连海洋大学第01组 | 化 | 512 | 219 | 121 | 95 | 53 | 75 | 70
F47502,大连海洋大学第02组,化,521,F47502 | 大连海洋大学第02组 | 化 | 521 | 210 | 111 | 87 | 61 | 85 | 78 | 19
F47503,大连海洋大学第03组,化,522,F47503 | 大连海洋大学第03组 | 化 | 522 | 195 | 98 | 118 | 58 | 83 | 68 | 1
F47601,中国医科大学第01组,化,602,F47601 | 中国医科大学第01组 | 化 | 602 | 225 | 121 | 131 | 66 | 90 | 90
F47602,中国医科大学第02组,化,544,F47602 | 中国医科大学第02组 | 化 | 544 | 216 | 112 | 121 | 61 | 77 | 69
F47603,中国医科大学第03组,化,533,F47603 | 中国医科大学第03组 | 化 | 533 | 199 | 101 | 109 | 54 | 84 | 77 | 国家专项计划
A07108,大连理工大学第08组,化,603,A07108 | 大连理工大学第08组 | 化 | 603 | 228 | 121 | 125 | 83 | 85 | 82 | 2 | 国家专项计划
A07303,东北大学第03组,不限,607,A07303 | 东北大学第03组 | 不限 | 607 | 225 | 118 | 127 | 72 | 93 | 90
A07304,东北大学第04组,化,615,A07304 | 东北大学第04组 | 化 | 615 | 242 | 130 | 125 | 80 | 88 | 80 | 17
A07305,东北大学第05组,化,601,A07305 | 东北大学第05组 | 化 | 601 | 224 | 112 | 131 | 71 | 88 | 87
A07306,东北大学第06组,化,597,A07306 | 东北大学第06组 | 化 | 597 | 203 | 114 | 135 | 79 | 92 | 88 | 国家专项计划
A07505,大连海事大学第05组,不限,584,A07505 | 大连海事大学第05组 | 不限 | 584 | 214 | 115 | 136 | 64 | 85 | 85
A07506,大连海事大学第06组,化,592,A07506 | 大连海事大学第06组 | 化 | 592 | 220 | 116 | 128 | 59 | 94 | 91 | 14
A07507,大连海事大学第07组,不限,571,A07507 | 大连海事大学第07组 | 不限 | 571 | 226 | 117 | 135 | 49 | 82 | 79 | 9
A07508,大连海事大学第08组,化,560,A07508 | 大连海事大学第08组 | 化 | 560 | 207 | 108 | 133 | 66 | 78 | 76 | 4
A07509,大连海事大学第09组,不限,572,A07509 | 大连海事大学第09组 | 不限 | 572 | 208 | 114 | 137 | 60 | 85 | 82 | 8 | 国家专项计划
A07510,大连海事大学第10组,化,576,A07510 | 大连海事大学第10组 | 化 | 576 | 221 | 114 | 127 | 52 | 86 | 80 | 6 | 国家专项计划
A07908,吉林大学第08组,不限,609,A07908 | 吉林大学第08组 | 不限 | 609 | 234 | 126 | 118 | 73 | 92 | 92 | 5
A07909,吉林大学第09组,不限,621,A07909 | 吉林大学第09组 | 不限 | 621 | 234 | 117 | 131 | 75 | 91 | 90
A07910,吉林大学第10组,化,625,A07910 | 吉林大学第10组 | 化 | 625 | 232 | 125 | 136 | 80 | 94 | 83
A07911,吉林大学第11组,化,595,A07911 | 吉林大学第11组 | 化 | 595 | 221 | 124 | 135 | 68 | 87 | 84
A07912,吉林大学第12组,化,623,A07912 | 吉林大学第12组 | 化 | 623 | 241 | 122 | 135 | 71 | 88 | 88
A07913,吉林大学第13组,化,617,A07913 | 吉林大学第13组 | 化 | 617 | 236 | 131 | 118 | 84 | 92 | 87 | 1
A07914,吉林大学第14组,化,620,A07914 | 吉林大学第14组 | 化 | 620 | 240 | 121 | 141 | 58 | 91 | 90 | 11
A07915,吉林大学第15组,化,602,A07915 | 吉林大学第15组 | 化 | 602 | 220 | 121 | 126 | 72 | 94 | 90
A07916,吉林大学第16组,不限,606,A07916 | 吉林大学第16组 | 不限 | 606 | 232 | 120 | 124 | 68 | 92 | 90 | 3 | 国家专项计划
A07917,吉林大学第17组,化,594,A07917 | 吉林大学第17组 | 化 | 594 | 213 | 113 | 128 | 66 | 89 | 88 | 4 | 国家专项计划
A07918,吉林大学第18组,化和生,583,A07918 | 吉林大学第18组 | 化和生 | 583 | 219 | 111 | 125 | 63 | 89 | 77 | 11 | 国家专项计划
A08112,东北师范大学第12组,不限,580,A08112 | 东北师范大学第12组 | 不限 | 580 | 230 | 119 | 107 | 68 | 89 | 86 | 26
A08113,东北师范大学第13组,化,579,A08113 | 东北师范大学第13组 | 化 | 579 | 220 | 117 | 125 | 67 | 89 | 78
A08114,东北师范大学第14组,化,601,A08114 | 东北师范大学第14组 | 化 | 601 | 236 | 123 | 115 | 78 | 88 | 84
A08115,东北师范大学第15组,化,596,A08115 | 东北师范大学第15组 | 化 | 596 | 225 | 120 | 129 | 69 | 89 | 84 | 6
A08116,东北师范大学第16组,不限,523,A08116 | 东北师范大学第16组 | 不限 | 523 | 211 | 110 | 103 | 50 | 78 | 71 | 12 | 国家专项计划
A08117,东北师范大学第17组,化,552,A08117 | 东北师范大学第17组 | 化 | 552 | 193 | 109 | 111 | 70 | 91 | 87 | 国家专项计划
