page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
1,A00105,北京大学第05组,不限,693,266,139,143,95,97,92,1,,A00105 | 北京大学第05组 | 不限 | 693 | 266 | 139 | 143 | 95 | 97 | 92 | 1
1,A00106,北京大学第06组,不限,676,261,133,131,96,90,88,1,国家专项计划,A00106 | 北京大学第06组 | 不限 | 676 | 261 | 133 | 131 | 96 | 90 | 88 | 1 | 国家专项计划
1,A00107,北京大学第07组,化,677,256,133,145,93,97,86,6,国家专项计划,A00107 | 北京大学第07组 | 化 | 677 | 256 | 133 | 145 | 93 | 97 | 86 | 6 | 国家专项计划
1,A00205,中国人民大学第05组,不限,673,251,129,141,93,95,93,1,,A00205 | 中国人民大学第05组 | 不限 | 673 | 251 | 129 | 141 | 93 | 95 | 93 | 1
1,A00206,中国人民大学第06组,不限,655,237,121,139,88,93,88,5,国家专项计划,A00206 | 中国人民大学第06组 | 不限 | 655 | 237 | 121 | 139 | 88 | 93 | 88 | 5 | 国家专项计划
1,A00304,清华大学第04组,不限,693,262,137,141,100,97,93,1,,A00304 | 清华大学第04组 | 不限 | 693 | 262 | 137 | 141 | 100 | 97 | 93 | 1
1,A00305,清华大学第05组,不限,683,255,139,143,94,96,95,1,国家专项计划,A00305 | 清华大学第05组 | 不限 | 683 | 255 | 139 | 143 | 94 | 96 | 95 | 1 | 国家专项计划
1,A00306,清华大学第06组,不限,688,268,137,143,89,95,93,1,,A00306 | 清华大学第06组 | 不限 | 688 | 268 | 137 | 143 | 89 | 95 | 93 | 1
1,A00307,清华大学第07组,化,693,268,135,147,92,室96,90,】1,,A00307 | 清华大学第07组 | 化 | 693 | 268 | 135 | 147 | 92 | 室96 | 90 | 】1
1,A00308,清华大学第08组,化,678,259,134,142,94,92,91,B2,国家专项计划,A00308 | 清华大学第08组 | 化 | 678 | 259 | 134 | 142 | 94 | 92 | 91 | B2 | 国家专项计划
1,A00402,北京交通大学第02组,不限,638,242,123,140,公82,92,S82,1,,A00402 | 北京交通大学第02组 | 不限 | 638 | 242 | 123 | 140 | 公82 | 92 | S82 | 1
1,A00403,北京交通大学第03组,不限,630,250,126,办123,81,89,Z87,11,,A00403 | 北京交通大学第03组 | 不限 | 630 | 250 | 126 | 办123 | 81 | 89 | Z87 | 11
1,A00404,北京交通大学第04组,不限,610,228,121,134,77,S91,80,5,,A00404 | 北京交通大学第04组 | 不限 | 610 | 228 | 121 | 134 | 77 | S91 | 80 | 5
1,A00405,北京交通大学第05组,不限,615,228,会126,128,B82,89,88,1,,A00405 | 北京交通大学第05组 | 不限 | 615 | 228 | 会126 | 128 | B82 | 89 | 88 | 1
1,A00406,北京交通大学第06组,不限,597,218,110,110,H85,87,87,5,国家专项计划,A00406 | 北京交通大学第06组 | 不限 | 597 | 218 | 110 | 110 | H85 | 87 | 87 | 5 | 国家专项计划
1,A00407,北京交通大学第07组,不限,609,员228,122,【134,86,83,78,7,民族班,A00407 | 北京交通大学第07组 | 不限 | 609 | 员228 | 122 | 【134 | 86 | 83 | 78 | 7 | 民族班
1,A00604,北京航空航天大学第04组,不限,641,244,】124,129,95,87,86,1,,A00604 | 北京航空航天大学第04组 | 不限 | 641 | 244 | 】124 | 129 | 95 | 87 | 86 | 1
1,A00605,北京航空航天大学第05组,生不限,653,234,119,132,92,93,92,4,国家专项计划,A00605 | 北京航空航天大学第05组 | 生不限 | 653 | 234 | 119 | 132 | 92 | 93 | 92 | 4 | 国家专项计划
1,A00606,北京航空航天大学第06组,招不限,645,办245,125,139,69,93,89,2,民族班,A00606 | 北京航空航天大学第06组 | 招不限 | 645 | 办245 | 125 | 139 | 69 | 93 | 89 | 2 | 民族班
1,A00703,校北京理工大学第03组,不限,638,255,134,125,81,89,88,3,,A00703 | 校北京理工大学第03组 | 不限 | 638 | 255 | 134 | 125 | 81 | 89 | 88 | 3
1,A00705,北京理工大学第05组,北不限,634,234,122,124,88,90,88,14,国家专项计划,A00705 | 北京理工大学第05组 | 北不限 | 634 | 234 | 122 | 124 | 88 | 90 | 88 | 14 | 国家专项计划
1,A00706,等北京理工大学第06组,不限,634,241,125,114,89,91,89,3,民族班,A00706 | 等北京理工大学第06组 | 不限 | 634 | 241 | 125 | 114 | 89 | 91 | 89 | 3 | 民族班
1,A00802,湖高北京科技大学第02组,不限,626,240,120,132,82,88,84,6,,A00802 | 湖高北京科技大学第02组 | 不限 | 626 | 240 | 120 | 132 | 82 | 88 | 84 | 6
1,A00803,【北京科技大学第03组,不限,629,231,116,138,81,91,88,3,,A00803 | 【北京科技大学第03组 | 不限 | 629 | 231 | 116 | 138 | 81 | 91 | 88 | 3
1,A00804,省北京科技大学第04组,不限,604,235,126,130,67,83,79,13,国家专项计划,A00804 | 省北京科技大学第04组 | 不限 | 604 | 235 | 126 | 130 | 67 | 83 | 79 | 13 | 国家专项计划
1,A00805,号北北京科技大学第05组,化,625,224,122,135,88,91,87,17,,A00805 | 号北北京科技大学第05组 | 化 | 625 | 224 | 122 | 135 | 88 | 91 | 87 | 17
1,A01002,众北京化工大学第02组,不限,616,223,114,119,92,92,90,1,,A01002 | 众北京化工大学第02组 | 不限 | 616 | 223 | 114 | 119 | 92 | 92 | 90 | 1
1,A01003,湖北京化工大学第03组,不限,588,223,113,125,66,86,78,22,少数民族预科班,A01003 | 湖北京化工大学第03组 | 不限 | 588 | 223 | 113 | 125 | 66 | 86 | 78 | 22 | 少数民族预科班
1,A01004,公北京化工大学第04组,化,612,234,125,127,74,90,87,3,,A01004 | 公北京化工大学第04组 | 化 | 612 | 234 | 125 | 127 | 74 | 90 | 87 | 3
1,A01005,信北京化工大学第05组,化,597,222,123,106,88,92,89,2,国家专项计划,A01005 | 信北京化工大学第05组 | 化 | 597 | 222 | 123 | 106 | 88 | 92 | 89 | 2 | 国家专项计划
1,A01302,北京邮电大学第02组,不限,650,260,137,136,84,87,83,2,,A01302 | 北京邮电大学第02组 | 不限 | 650 | 260 | 137 | 136 | 84 | 87 | 83 | 2
1,A01303,微北京邮电大学第03组,不限,641,241,133,131,85,92,92,6,,A01303 | 微北京邮电大学第03组 | 不限 | 641 | 241 | 133 | 131 | 85 | 92 | 92 | 6
1,A01304,北京邮电大学第04组,不限,625,228,116,136,80,91,90,14,国家专项计划,A01304 | 北京邮电大学第04组 | 不限 | 625 | 228 | 116 | 136 | 80 | 91 | 90 | 14 | 国家专项计划
1,A01305,北京邮电大学第05组,不限,626,223,117,133,81,94,85,3,少数民族预科班,A01305 | 北京邮电大学第05组 | 不限 | 626 | 223 | 117 | 133 | 81 | 94 | 85 | 3 | 少数民族预科班
1,A01903,中国农业大学第03组,不限,629,241,126,118,92,89,89,13,,A01903 | 中国农业大学第03组 | 不限 | 629 | 241 | 126 | 118 | 92 | 89 | 89 | 13
1,A01904,中国农业大学第04组,不限,607,233,122,128,73,87,86,2,,A01904 | 中国农业大学第04组 | 不限 | 607 | 233 | 122 | 128 | 73 | 87 | 86 | 2
1,A01905,中国农业大学第05组,不限,617,236,120,109,85,90,87,30,国家专项计划,A01905 | 中国农业大学第05组 | 不限 | 617 | 236 | 120 | 109 | 85 | 90 | 87 | 30 | 国家专项计划
1,A01906,中国农业大学第06组,化,628,247,126,131,85,85,80,2,,A01906 | 中国农业大学第06组 | 化 | 628 | 247 | 126 | 131 | 85 | 85 | 80 | 2
1,A01907,中国农业大学第07组,化,611,240,126,106,83,89,83,6,国家专项计划,A01907 | 中国农业大学第07组 | 化 | 611 | 240 | 126 | 106 | 83 | 89 | 83 | 6 | 国家专项计划
1,A01908,中国农业大学第08组,化或生,631,236,122,129,81,94,91,1,,A01908 | 中国农业大学第08组 | 化或生 | 631 | 236 | 122 | 129 | 81 | 94 | 91 | 1
1,A02203,北京林业大学第03组,不限,602,219,112,132,86,83,82,7,,A02203 | 北京林业大学第03组 | 不限 | 602 | 219 | 112 | 132 | 86 | 83 | 82 | 7
1,A02204,北京林业大学第04组,不限,591,223,113,115,81,86,86,1,,A02204 | 北京林业大学第04组 | 不限 | 591 | 223 | 113 | 115 | 81 | 86 | 86 | 1
1,A02205,北京林业大学第05组,不限,596,214,110,118,81,90,83,9,国家专项计划,A02205 | 北京林业大学第05组 | 不限 | 596 | 214 | 110 | 118 | 81 | 90 | 83 | 9 | 国家专项计划
2,A02206,北京林业大学第06组,化或生,599,225,121,118,72,89,85,7,,A02206 | 北京林业大学第06组 | 化或生 | 599 | 225 | 121 | 118 | 72 | 89 | 85 | 7
2,A02207,北京林业大学第07组,化或生,591,219,118,128,58,95,81,25,国家专项计划,A02207 | 北京林业大学第07组 | 化或生 | 591 | 219 | 118 | 128 | 58 | 95 | 81 | 25 | 国家专项计划
2,A02301,北京协和医学院第01组,不限,596,229,117,123,82,83,79,3,护理类,A02301 | 北京协和医学院第01组 | 不限 | 596 | 229 | 117 | 123 | 82 | 83 | 79 | 3 | 护理类
2,A02602,北京中医药大学第02组,不限,602,225,113,139,77,84,77,4,,A02602 | 北京中医药大学第02组 | 不限 | 602 | 225 | 113 | 139 | 77 | 84 | 77 | 4
2,A02603,北京中医药大学第03组,不限,593,221,113,120,82,81,79,21,国家专项计划,A02603 | 北京中医药大学第03组 | 不限 | 593 | 221 | 113 | 120 | 82 | 81 | 79 | 21 | 国家专项计划
2,A02604,北京中医药大学第04组,化或生,605,233,121,111,86,88,87,4,,A02604 | 北京中医药大学第04组 | 化或生 | 605 | 233 | 121 | 111 | 86 | 88 | 87 | 4
2,A02605,北京中医药大学第05组,化或生,597,235,119,121,69,83,79,1,国家专项计划,A02605 | 北京中医药大学第05组 | 化或生 | 597 | 235 | 119 | 121 | 69 | 83 | 79 | 1 | 国家专项计划
2,A02606,北京中医药大学第06组,化或生,584,215,114,113,83,87,86,3,国家专项计划,A02606 | 北京中医药大学第06组 | 化或生 | 584 | 215 | 114 | 113 | 83 | 87 | 86 | 3 | 国家专项计划
2,A02706,北京师范大学第06组,不限,645,245,124,136,89,室92,83,】2,,A02706 | 北京师范大学第06组 | 不限 | 645 | 245 | 124 | 136 | 89 | 室92 | 83 | 】2
2,A02707,北京师范大学第07组,不限,635,251,127,136,79,88,81,B8,国家专项计划,A02707 | 北京师范大学第07组 | 不限 | 635 | 251 | 127 | 136 | 79 | 88 | 81 | B8 | 国家专项计划
2,A02708,北京师范大学第08组,化,641,246,129,133,公88,90,S84,2,,A02708 | 北京师范大学第08组 | 化 | 641 | 246 | 129 | 133 | 公88 | 90 | S84 | 2
2,A02709,北京师范大学第09组,化,631,244,129,办118,90,90,Z89,3,国家专项计划,A02709 | 北京师范大学第09组 | 化 | 631 | 244 | 129 | 办118 | 90 | 90 | Z89 | 3 | 国家专项计划
2,A03004,北京外国语大学第04组,不限,615,228,118,128,79,S93,87,1,,A03004 | 北京外国语大学第04组 | 不限 | 615 | 228 | 118 | 128 | 79 | S93 | 87 | 1
2,A03005,北京外国语大学第05组,不限,424,,会,,B,,,,国家专项计划,A03005 | 北京外国语大学第05组 | 不限 | 424 | 会 | B | 国家专项计划
2,A03006,北京外国语大学第06组,政,613,员230,122,133,H78,94,78,4,,A03006 | 北京外国语大学第06组 | 政 | 613 | 员230 | 122 | 133 | H78 | 94 | 78 | 4
2,A03206,北京语言大学第06组,不限,592,232,119,【116,82,84,78,4,,A03206 | 北京语言大学第06组 | 不限 | 592 | 232 | 119 | 【116 | 82 | 84 | 78 | 4
2,A03304,中国传媒大学第04组,不限,619,228,】116,138,69,89,85,11,,A03304 | 中国传媒大学第04组 | 不限 | 619 | 228 | 】116 | 138 | 69 | 89 | 85 | 11
2,A03305,中国传媒大学第05组,生不限,598,办241,121,108,70,92,87,3,,A03305 | 中国传媒大学第05组 | 生不限 | 598 | 办241 | 121 | 108 | 70 | 92 | 87 | 3
2,A03307,中国传媒大学第07组,招不限,600,246,130,103,79,90,82,24,国家专项计划,A03307 | 中国传媒大学第07组 | 招不限 | 600 | 246 | 130 | 103 | 79 | 90 | 82 | 24 | 国家专项计划
2,A03405,学中央财经大学第05组,不限,621,237,121,143,74,87,80,7,国家专项计划,A03405 | 学中央财经大学第05组 | 不限 | 621 | 237 | 121 | 143 | 74 | 87 | 80 | 7 | 国家专项计划
2,A03606,对外经济贸易大学第06组,北不限,630,248,128,121,77,90,84,19,,A03606 | 对外经济贸易大学第06组 | 北不限 | 630 | 248 | 128 | 121 | 77 | 90 | 84 | 19
2,A03607,等湖对外经济贸易大学第07组,不限,604,236,127,120,79,91,78,9,国家专项计划,A03607 | 等湖对外经济贸易大学第07组 | 不限 | 604 | 236 | 127 | 120 | 79 | 91 | 78 | 9 | 国家专项计划
2,A03608,高对外经济贸易大学第08组,不限,632,235,129,134,93,86,84,25,少数民族预科班,A03608 | 高对外经济贸易大学第08组 | 不限 | 632 | 235 | 129 | 134 | 93 | 86 | 84 | 25 | 少数民族预科班
2,A04307,【北京体育大学第07组,不限,585,230,116,133,71,78,73,6,,A04307 | 【北京体育大学第07组 | 不限 | 585 | 230 | 116 | 133 | 71 | 78 | 73 | 6
2,A04308,省号北京体育大学第08组,不限,553,215,113,123,70,77,68,37,,A04308 | 省号北京体育大学第08组 | 不限 | 553 | 215 | 113 | 123 | 70 | 77 | 68 | 37
2,A04309,北北京体育大学第09组,不限,596,207,120,138,76,89,86,5,,A04309 | 北北京体育大学第09组 | 不限 | 596 | 207 | 120 | 138 | 76 | 89 | 86 | 5
2,A04310,众北京体育大学第10组,不限,598,226,120,122,75,90,85,7,,A04310 | 众北京体育大学第10组 | 不限 | 598 | 226 | 120 | 122 | 75 | 90 | 85 | 7
2,A04311,湖公北京体育大学第11组,不限,581,217,113,136,69,83,76,17,国家专项计划,A04311 | 湖公北京体育大学第11组 | 不限 | 581 | 217 | 113 | 136 | 69 | 83 | 76 | 17 | 国家专项计划
2,A04312,北京体育大学第12组,化,595,223,121,129,84,87,72,9,,A04312 | 北京体育大学第12组 | 化 | 595 | 223 | 121 | 129 | 84 | 87 | 72 | 9
2,A04313,信北京体育大学第13组,生,594,223,113,120,85,86,80,5,,A04313 | 信北京体育大学第13组 | 生 | 594 | 223 | 113 | 120 | 85 | 86 | 80 | 5
2,A04314,北京体育大学第14组,生,568,218,110,96,79,86,79,1,国家专项计划,A04314 | 北京体育大学第14组 | 生 | 568 | 218 | 110 | 96 | 79 | 86 | 79 | 1 | 国家专项计划
2,A05203,微中央民族大学第03组,不限,608,235,119,117,85,83,78,1,少数民族预科班,A05203 | 微中央民族大学第03组 | 不限 | 608 | 235 | 119 | 117 | 85 | 83 | 78 | 1 | 少数民族预科班
2,A05204,中央民族大学第04组,不限,606,226,117,116,91,87,86,1,,A05204 | 中央民族大学第04组 | 不限 | 606 | 226 | 117 | 116 | 91 | 87 | 86 | 1
2,A05205,中央民族大学第05组,不限,618,232,117,137,81,88,80,13,,A05205 | 中央民族大学第05组 | 不限 | 618 | 232 | 117 | 137 | 81 | 88 | 80 | 13
2,A05206,中央民族大学第06组,不限,600,231,119,122,85,82,80,3,,A05206 | 中央民族大学第06组 | 不限 | 600 | 231 | 119 | 122 | 85 | 82 | 80 | 3
2,A05207,中央民族大学第07组,不限,604,236,125,123,84,84,77,5,,A05207 | 中央民族大学第07组 | 不限 | 604 | 236 | 125 | 123 | 84 | 84 | 77 | 5
2,A05208,中央民族大学第08组,不限,614,248,136,116,75,90,85,6,国家专项计划,A05208 | 中央民族大学第08组 | 不限 | 614 | 248 | 136 | 116 | 75 | 90 | 85 | 6 | 国家专项计划
2,A05209,中央民族大学第09组,化或生,615,222,113,136,79,92,86,23,,A05209 | 中央民族大学第09组 | 化或生 | 615 | 222 | 113 | 136 | 79 | 92 | 86 | 23
2,A05303,中国政法大学第03组,不限,626,236,122,137,82,86,85,1,,A05303 | 中国政法大学第03组 | 不限 | 626 | 236 | 122 | 137 | 82 | 86 | 85 | 1
2,A05304,中国政法大学第04组,不限,613,238,120,143,56,90,76,2,国家专项计划,A05304 | 中国政法大学第04组 | 不限 | 613 | 238 | 120 | 143 | 56 | 90 | 76 | 2 | 国家专项计划
2,A05402,华北电力大学(北京)第02组,不限,625,243,130,128,87,87,80,10,,A05402 | 华北电力大学(北京)第02组 | 不限 | 625 | 243 | 130 | 128 | 87 | 87 | 80 | 10
2,A05403,华北电力大学(北京)第03组,不限,615,231,119,112,89,97,86,13,国家专项计划,A05403 | 华北电力大学(北京)第03组 | 不限 | 615 | 231 | 119 | 112 | 89 | 97 | 86 | 13 | 国家专项计划
3,A05404,华北电力大学(北京)第04组,化,618,233,133,115,94,88,88,11,,A05404 | 华北电力大学(北京)第04组 | 化 | 618 | 233 | 133 | 115 | 94 | 88 | 88 | 11
3,A05503,南开大学第03组,不限,646,243,123,138,91,92,82,3,,A05503 | 南开大学第03组 | 不限 | 646 | 243 | 123 | 138 | 91 | 92 | 82 | 3
3,A05504,南开大学第04组,化或生,644,253,129,124,85,91,91,5,,A05504 | 南开大学第04组 | 化或生 | 644 | 253 | 129 | 124 | 85 | 91 | 91 | 5
3,A05505,南开大学第05组,化或生,625,230,117,125,83,94,93,9,国家专项计划,A05505 | 南开大学第05组 | 化或生 | 625 | 230 | 117 | 125 | 83 | 94 | 93 | 9 | 国家专项计划
3,A05601,天津大学第01组,不限,642,244,138,123,90,96,89,11,,A05601 | 天津大学第01组 | 不限 | 642 | 244 | 138 | 123 | 90 | 96 | 89 | 11
3,A05602,天津大学第02组,不限,641,244,122,131,87,90,89,4,,A05602 | 天津大学第02组 | 不限 | 641 | 244 | 122 | 131 | 87 | 90 | 89 | 4
3,A05603,天津大学第03组,不限,621,226,117,127,87,91,80,9,国家专项计划,A05603 | 天津大学第03组 | 不限 | 621 | 226 | 117 | 127 | 87 | 91 | 80 | 9 | 国家专项计划
3,A05604,天津大学第04组,化,640,233,126,140,86,94,87,1,,A05604 | 天津大学第04组 | 化 | 640 | 233 | 126 | 140 | 86 | 94 | 87 | 1
3,A05903,中国民航大学第03组,不限,560,221,111,98,72,室89,80,】2,,A05903 | 中国民航大学第03组 | 不限 | 560 | 221 | 111 | 98 | 72 | 室89 | 80 | 】2
3,A05904,中国民航大学第04组,不限,560,223,116,105,62,87,73,B7,国家专项计划,A05904 | 中国民航大学第04组 | 不限 | 560 | 223 | 116 | 105 | 62 | 87 | 73 | B7 | 国家专项计划
3,A05905,中国民航大学第05组,化,572,227,117,110,公69,84,S82,1,,A05905 | 中国民航大学第05组 | 化 | 572 | 227 | 117 | 110 | 公69 | 84 | S82 | 1
3,A05906,中国民航大学第06组,化,560,216,112,办107,60,86,Z81,2,国家专项计划,A05906 | 中国民航大学第06组 | 化 | 560 | 216 | 112 | 办107 | 60 | 86 | Z81 | 2 | 国家专项计划
3,A06902,华北电力大学(保定)第02组,不限,617,232,118,124,76,S89,86,3,,A06902 | 华北电力大学(保定)第02组 | 不限 | 617 | 232 | 118 | 124 | 76 | S89 | 86 | 3
3,A06903,华北电力大学(保定)第03组,不限,610,222,会113,122,B92,88,86,1,国家专项计划,A06903 | 华北电力大学(保定)第03组 | 不限 | 610 | 222 | 会113 | 122 | B92 | 88 | 86 | 1 | 国家专项计划
3,A06904,华北电力大学(保定)第04组,化,606,员224,117,134,H78,86,84,5,,A06904 | 华北电力大学(保定)第04组 | 化 | 606 | 员224 | 117 | 134 | H78 | 86 | 84 | 5
3,A06905,华北电力大学(保定)第05组,化,598,220,123,【129,67,90,82,17,国家专项计划,A06905 | 华北电力大学(保定)第05组 | 化 | 598 | 220 | 123 | 【129 | 67 | 90 | 82 | 17 | 国家专项计划
3,A07103,大连理工大学第03组,不限,627,232,】119,136,83,89,87,20,,A07103 | 大连理工大学第03组 | 不限 | 627 | 232 | 】119 | 136 | 83 | 89 | 87 | 20
3,A07104,大连理工大学第04组,生不限,613,办227,117,113,88,93,92,12,国家专项计划,A07104 | 大连理工大学第04组 | 生不限 | 613 | 办227 | 117 | 113 | 88 | 93 | 92 | 12 | 国家专项计划
3,A07105,大连理工大学第05组,招化,631,235,119,129,89,91,87,4,,A07105 | 大连理工大学第05组 | 招化 | 631 | 235 | 119 | 129 | 89 | 91 | 87 | 4
3,A07304,学东北大学第04组,不限,609,215,110,128,78,90,88,11,国家专项计划,A07304 | 学东北大学第04组 | 不限 | 609 | 215 | 110 | 128 | 78 | 90 | 88 | 11 | 国家专项计划
3,A07305,东北大学第05组,北化,625,234,118,129,84,93,85,6,,A07305 | 东北大学第05组 | 北化 | 625 | 234 | 118 | 129 | 84 | 93 | 85 | 6
3,A07503,等湖大连海事大学第03组,不限,605,225,121,129,82,87,82,10,,A07503 | 等湖大连海事大学第03组 | 不限 | 605 | 225 | 121 | 129 | 82 | 87 | 82 | 10
3,A07504,高大连海事大学第04组,不限,589,209,120,129,78,88,85,30,,A07504 | 高大连海事大学第04组 | 不限 | 589 | 209 | 120 | 129 | 78 | 88 | 85 | 30
3,A07505,【大连海事大学第05组,不限,586,218,109,125,79,83,81,39,国家专项计划,A07505 | 【大连海事大学第05组 | 不限 | 586 | 218 | 109 | 125 | 79 | 83 | 81 | 39 | 国家专项计划
3,A07905,省号吉林大学第05组,不限,630,243,127,136,79,92,80,10,,A07905 | 省号吉林大学第05组 | 不限 | 630 | 243 | 127 | 136 | 79 | 92 | 80 | 10
3,A07906,北吉林大学第06组,不限,624,236,124,128,93,86,81,7,,A07906 | 北吉林大学第06组 | 不限 | 624 | 236 | 124 | 128 | 93 | 86 | 81 | 7
3,A07907,众吉林大学第07组,不限,607,232,117,120,78,92,85,6,国家专项计划,A07907 | 众吉林大学第07组 | 不限 | 607 | 232 | 117 | 120 | 78 | 92 | 85 | 6 | 国家专项计划
3,A07908,湖公吉林大学第08组,不限,616,232,122,120,96,87,81,1,国家专项计划,A07908 | 湖公吉林大学第08组 | 不限 | 616 | 232 | 122 | 120 | 96 | 87 | 81 | 1 | 国家专项计划
3,A07909,吉林大学第09组,化,615,231,119,125,81,92,86,3,,A07909 | 吉林大学第09组 | 化 | 615 | 231 | 119 | 125 | 81 | 92 | 86 | 3
3,A07910,信吉林大学第10组,化,630,236,120,128,89,89,88,11,,A07910 | 信吉林大学第10组 | 化 | 630 | 236 | 120 | 128 | 89 | 89 | 88 | 11
3,A07911,吉林大学第11组,化,597,225,116,120,74,91,87,5,,A07911 | 吉林大学第11组 | 化 | 597 | 225 | 116 | 120 | 74 | 91 | 87 | 5
3,A07912,微吉林大学第12组,化,607,229,121,115,82,91,90,1,国家专项计划,A07912 | 微吉林大学第12组 | 化 | 607 | 229 | 121 | 115 | 82 | 91 | 90 | 1 | 国家专项计划
3,A07913,吉林大学第13组,化和生,623,240,129,124,84,89,86,15,,A07913 | 吉林大学第13组 | 化和生 | 623 | 240 | 129 | 124 | 84 | 89 | 86 | 15
3,A07914,吉林大学第14组,化和生,643,237,123,138,89,90,89,1,,A07914 | 吉林大学第14组 | 化和生 | 643 | 237 | 123 | 138 | 89 | 90 | 89 | 1
3,A07915,吉林大学第15组,化或生,624,243,128,125,78,90,88,31,,A07915 | 吉林大学第15组 | 化或生 | 624 | 243 | 128 | 125 | 78 | 90 | 88 | 31
3,A07916,吉林大学第16组,化或生,621,244,126,128,82,88,79,5,,A07916 | 吉林大学第16组 | 化或生 | 621 | 244 | 126 | 128 | 82 | 88 | 79 | 5
3,A07917,吉林大学第17组,化或生,637,240,122,129,87,94,87,2,,A07917 | 吉林大学第17组 | 化或生 | 637 | 240 | 122 | 129 | 87 | 94 | 87 | 2
3,A07918,吉林大学第18组,化或生,603,217,118,126,75,88,87,11,国家专项计划,A07918 | 吉林大学第18组 | 化或生 | 603 | 217 | 118 | 126 | 75 | 88 | 87 | 11 | 国家专项计划
3,A07919,吉林大学第19组,政,606,232,117,129,81,85,79,18,,A07919 | 吉林大学第19组 | 政 | 606 | 232 | 117 | 129 | 81 | 85 | 79 | 18
3,A08112,东北师范大学第12组,不限,598,220,112,133,61,93,91,6,,A08112 | 东北师范大学第12组 | 不限 | 598 | 220 | 112 | 133 | 61 | 93 | 91 | 6
3,A08113,东北师范大学第13组,不限,622,251,130,134,73,88,76,1,国家专项计划,A08113 | 东北师范大学第13组 | 不限 | 622 | 251 | 130 | 134 | 73 | 88 | 76 | 1 | 国家专项计划
3,A08114,东北师范大学第14组,化,598,226,126,123,68,87,84,3,,A08114 | 东北师范大学第14组 | 化 | 598 | 226 | 126 | 123 | 68 | 87 | 84 | 3
4,A08115,东北师范大学第15组,化,600,246,132,107,84,83,70,6,国家专项计划,A08115 | 东北师范大学第15组 | 化 | 600 | 246 | 132 | 107 | 84 | 83 | 70 | 6 | 国家专项计划
4,A08116,东北师范大学第16组,化,597,215,115,116,88,92,76,1,国家专项计划,A08116 | 东北师范大学第16组 | 化 | 597 | 215 | 115 | 116 | 88 | 92 | 76 | 1 | 国家专项计划
4,A08117,东北师范大学第17组,化或生,608,230,120,129,75,89,85,3,,A08117 | 东北师范大学第17组 | 化或生 | 608 | 230 | 120 | 129 | 75 | 89 | 85 | 3
4,A08118,东北师范大学第18组,化或生,598,237,120,120,86,79,76,1,国家专项计划,A08118 | 东北师范大学第18组 | 化或生 | 598 | 237 | 120 | 120 | 86 | 79 | 76 | 1 | 国家专项计划
4,A08303,哈尔滨工业大学第03组,不限,652,258,129,136,81,91,86,1,,A08303 | 哈尔滨工业大学第03组 | 不限 | 652 | 258 | 129 | 136 | 81 | 91 | 86 | 1
4,A08304,哈尔滨工业大学第04组,不限,634,238,126,126,94,90,86,9,,A08304 | 哈尔滨工业大学第04组 | 不限 | 634 | 238 | 126 | 126 | 94 | 90 | 86 | 9
4,A08305,哈尔滨工业大学第05组,不限,624,231,127,138,86,87,82,7,,A08305 | 哈尔滨工业大学第05组 | 不限 | 624 | 231 | 127 | 138 | 86 | 87 | 82 | 7
4,A08306,哈尔滨工业大学第06组,不限,630,239,132,133,83,91,84,10,,A08306 | 哈尔滨工业大学第06组 | 不限 | 630 | 239 | 132 | 133 | 83 | 91 | 84 | 10
4,A08307,哈尔滨工业大学第07组,不限,626,244,128,124,79,室91,88,】8,国家专项计划,A08307 | 哈尔滨工业大学第07组 | 不限 | 626 | 244 | 128 | 124 | 79 | 室91 | 88 | 】8 | 国家专项计划
4,A08308,哈尔滨工业大学第08组,不限,633,244,123,128,73,93,85,B11,民族班,A08308 | 哈尔滨工业大学第08组 | 不限 | 633 | 244 | 123 | 128 | 73 | 93 | 85 | B11 | 民族班
4,A08309,哈尔滨工业大学第09组,化,612,223,114,137,公76,95,S81,17,,A08309 | 哈尔滨工业大学第09组 | 化 | 612 | 223 | 114 | 137 | 公76 | 95 | S81 | 17
4,A08502,哈尔滨工程大学第02组,不限,599,239,129,办116,78,83,Z73,6,少数民族预科班,A08502 | 哈尔滨工程大学第02组 | 不限 | 599 | 239 | 129 | 办116 | 78 | 83 | Z73 | 6 | 少数民族预科班
4,A08503,哈尔滨工程大学第03组,不限,631,235,122,132,85,S90,89,5,,A08503 | 哈尔滨工程大学第03组 | 不限 | 631 | 235 | 122 | 132 | 85 | S90 | 89 | 5
4,A08504,哈尔滨工程大学第04组,不限,617,233,会120,122,B89,87,86,1,,A08504 | 哈尔滨工程大学第04组 | 不限 | 617 | 233 | 会120 | 122 | B89 | 87 | 86 | 1
4,A08505,哈尔滨工程大学第05组,不限,604,员220,121,121,H90,92,81,3,,A08505 | 哈尔滨工程大学第05组 | 不限 | 604 | 员220 | 121 | 121 | H90 | 92 | 81 | 3
4,A08506,哈尔滨工程大学第06组,不限,605,231,125,【111,90,88,85,5,国家专项计划,A08506 | 哈尔滨工程大学第06组 | 不限 | 605 | 231 | 125 | 【111 | 90 | 88 | 85 | 5 | 国家专项计划
4,A08703,东北林业大学第03组,不限,586,212,】110,121,77,90,86,2,,A08703 | 东北林业大学第03组 | 不限 | 586 | 212 | 】110 | 121 | 77 | 90 | 86 | 2
