page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
48,H55704,周口师范学院第04组,不限,481,183,113,109,27,88,74,6,,H55704 | 周口师范学院第04组 | 不限 | 481 | 183 | 113 | 109 | 27 | 88 | 74 | 6
48,H55705,周口师范学院第05组,化,480,214,113,99,48,61,58,15,,H55705 | 周口师范学院第05组 | 化 | 480 | 214 | 113 | 99 | 48 | 61 | 58 | 15
48,H55706,周口师范学院第06组,化或生,471,175,99,108,50,72,66,15,,H55706 | 周口师范学院第06组 | 化或生 | 471 | 175 | 99 | 108 | 50 | 72 | 66 | 15
48,H55802,安阳师范学院第02组,不限,479,187,110,102,39,78,73,13,,H55802 | 安阳师范学院第02组 | 不限 | 479 | 187 | 110 | 102 | 39 | 78 | 73 | 13
48,H55803,安阳师范学院第03组,化,478,189,104,92,40,83,74,8,,H55803 | 安阳师范学院第03组 | 化 | 478 | 189 | 104 | 92 | 40 | 83 | 74 | 8
48,H55902,许昌学院第02组,不限,502,185,101,127,29,81,80,2,,H55902 | 许昌学院第02组 | 不限 | 502 | 185 | 101 | 127 | 29 | 81 | 80 | 2
48,H56002,南阳师范学院第02组,不限,477,195,110,41,86,81,74,26,,H56002 | 南阳师范学院第02组 | 不限 | 477 | 195 | 110 | 41 | 86 | 81 | 74 | 26
48,H56102,洛阳师范学院第02组,不限,502,201,105,111,55,69,66,3,,H56102 | 洛阳师范学院第02组 | 不限 | 502 | 201 | 105 | 111 | 55 | 69 | 66 | 3
48,H56103,洛阳师范学院第03组,化,495,197,106,76,55,86,81,5,,H56103 | 洛阳师范学院第03组 | 化 | 495 | 197 | 106 | 76 | 55 | 86 | 81 | 5
49,H56202,商丘师范学院第02组,不限,481,198,103,94,50,72,67,16,,H56202 | 商丘师范学院第02组 | 不限 | 481 | 198 | 103 | 94 | 50 | 72 | 67 | 16
49,H56203,商丘师范学院第03组,化,485,197,104,91,42,80,75,12,,H56203 | 商丘师范学院第03组 | 化 | 485 | 197 | 104 | 91 | 42 | 80 | 75 | 12
49,H56204,商丘师范学院第04组,化或生,479,189,97,101,54,68,67,22,,H56204 | 商丘师范学院第04组 | 化或生 | 479 | 189 | 97 | 101 | 54 | 68 | 67 | 22
49,H56302,河南财经政法大学第02组,不限,554,212,115,113,61,86,82,10,,H56302 | 河南财经政法大学第02组 | 不限 | 554 | 212 | 115 | 113 | 61 | 86 | 82 | 10
49,H56502,郑州航空工业管理学院第02组,不限,495,176,110,122,30,85,82,12,,H56502 | 郑州航空工业管理学院第02组 | 不限 | 495 | 176 | 110 | 122 | 30 | 85 | 82 | 12
49,H56503,郑州航空工业管理学院第03组,不限,510,195,106,94,56,91,74,4,,H56503 | 郑州航空工业管理学院第03组 | 不限 | 510 | 195 | 106 | 94 | 56 | 91 | 74 | 4
49,H56504,郑州航空工业管理学院第04组,化,511,194,105,84,75,87,71,11,,H56504 | 郑州航空工业管理学院第04组 | 化 | 511 | 194 | 105 | 84 | 75 | 87 | 71 | 11
49,H56602,黄淮学院第02组,不限,478,196,98,71,66,74,71,9,,H56602 | 黄淮学院第02组 | 不限 | 478 | 196 | 98 | 71 | 66 | 74 | 71 | 9
49,H56603,黄淮学院第03组,化,478,179,91,78,68,室79,74,】11,,H56603 | 黄淮学院第03组 | 化 | 478 | 179 | 91 | 78 | 68 | 室79 | 74 | 】11
49,H56702,平顶山学院第02组,不限,486,182,100,90,59,78,77,B1,,H56702 | 平顶山学院第02组 | 不限 | 486 | 182 | 100 | 90 | 59 | 78 | 77 | B1
49,H56703,平顶山学院第03组,不限,482,185,100,89,公58,77,S73,2,,H56703 | 平顶山学院第03组 | 不限 | 482 | 185 | 100 | 89 | 公58 | 77 | S73 | 2
49,H56802,郑州工程技术学院第02组,不限,478,183,103,办93,45,87,Z70,9,,H56802 | 郑州工程技术学院第02组 | 不限 | 478 | 183 | 103 | 办93 | 45 | 87 | Z70 | 9
49,H56803,郑州工程技术学院第03组,不限,506,181,93,83,76,S89,77,16,,H56803 | 郑州工程技术学院第03组 | 不限 | 506 | 181 | 93 | 83 | 76 | S89 | 77 | 16
49,H56902,洛阳理工学院第02组,不限,508,200,会113,79,B84,78,67,10,,H56902 | 洛阳理工学院第02组 | 不限 | 508 | 200 | 会113 | 79 | B84 | 78 | 67 | 10
49,H56903,洛阳理工学院第03组,化,478,员177,94,87,H64,78,72,3,,H56903 | 洛阳理工学院第03组 | 化 | 478 | 员177 | 94 | 87 | H64 | 78 | 72 | 3
49,H57003,新乡学院第03组,不限,478,158,107,【91,47,90,82,8,,H57003 | 新乡学院第03组 | 不限 | 478 | 158 | 107 | 【91 | 47 | 90 | 82 | 8
49,H57102,信阳农林学院第02组,化或生,486,198,】112,98,54,70,66,7,,H57102 | 信阳农林学院第02组 | 化或生 | 486 | 198 | 】112 | 98 | 54 | 70 | 66 | 7
49,H57303,安阳工学院第03组,生不限,479,办187,96,68,75,78,71,7,,H57303 | 安阳工学院第03组 | 生不限 | 479 | 办187 | 96 | 68 | 75 | 78 | 71 | 7
49,H57304,安阳工学院第04组,招化,478,204,104,66,62,74,72,1,,H57304 | 安阳工学院第04组 | 招化 | 478 | 204 | 104 | 66 | 62 | 74 | 72 | 1
49,H57402,学河南工程学院第02组,不限,513,209,109,111,59,74,60,8,,H57402 | 学河南工程学院第02组 | 不限 | 513 | 209 | 109 | 111 | 59 | 74 | 60 | 8
49,H57403,河南工程学院第03组,北化,478,186,117,106,40,80,66,8,,H57403 | 河南工程学院第03组 | 北化 | 478 | 186 | 117 | 106 | 40 | 80 | 66 | 8
49,H57404,等湖河南工程学院第04组,化或生,480,196,108,92,41,80,71,18,,H57404 | 等湖河南工程学院第04组 | 化或生 | 480 | 196 | 108 | 92 | 41 | 80 | 71 | 18
49,H57405,高河南工程学院第05组,地,484,183,94,107,33,83,78,2,,H57405 | 高河南工程学院第05组 | 地 | 484 | 183 | 94 | 107 | 33 | 83 | 78 | 2
49,H57502,【河南财政金融学院第02组,不限,491,195,102,105,50,72,69,6,,H57502 | 【河南财政金融学院第02组 | 不限 | 491 | 195 | 102 | 105 | 50 | 72 | 69 | 6
49,H57604,省号南阳理工学院第04组,不限,490,177,102,112,60,71,60,8,,H57604 | 省号南阳理工学院第04组 | 不限 | 490 | 177 | 102 | 112 | 60 | 71 | 60 | 8
49,H57605,北南阳理工学院第05组,不限,487,182,111,89,56,86,74,24,护理类,H57605 | 北南阳理工学院第05组 | 不限 | 487 | 182 | 111 | 89 | 56 | 86 | 74 | 24 | 护理类
49,H57606,众南阳理工学院第06组,化,486,206,106,56,68,79,67,5,,H57606 | 众南阳理工学院第06组 | 化 | 486 | 206 | 106 | 56 | 68 | 79 | 67 | 5
49,H57607,湖公南阳理工学院第07组,化和生,479,194,107,78,40,95,72,9,,H57607 | 湖公南阳理工学院第07组 | 化和生 | 479 | 194 | 107 | 78 | 40 | 95 | 72 | 9
49,H57608,南阳理工学院第08组,化和生,475,183,99,77,64,88,63,36,,H57608 | 南阳理工学院第08组 | 化和生 | 475 | 183 | 99 | 77 | 64 | 88 | 63 | 36
49,H57609,信南阳理工学院第09组,化或地,482,175,101,88,61,80,78,9,,H57609 | 信南阳理工学院第09组 | 化或地 | 482 | 175 | 101 | 88 | 61 | 80 | 78 | 9
49,H57702,河南城建学院第02组,不限,477,208,114,73,52,85,59,7,,H57702 | 河南城建学院第02组 | 不限 | 477 | 208 | 114 | 73 | 52 | 85 | 59 | 7
49,H57902,微郑州师范学院第02组,化,509,194,112,103,55,83,74,7,,H57902 | 微郑州师范学院第02组 | 化 | 509 | 194 | 112 | 103 | 55 | 83 | 74 | 7
49,H60903,黄河科技学院第03组,不限,452,166,103,79,53,79,75,1,,H60903 | 黄河科技学院第03组 | 不限 | 452 | 166 | 103 | 79 | 53 | 79 | 75 | 1
49,H61102,郑州工业应用技术学院第02组,不限,436,168,103,91,34,84,59,17,护理类,H61102 | 郑州工业应用技术学院第02组 | 不限 | 436 | 168 | 103 | 91 | 34 | 84 | 59 | 17 | 护理类
49,H61202,郑州财经学院第02组,不限,467,183,104,92,56,73,63,3,,H61202 | 郑州财经学院第02组 | 不限 | 467 | 183 | 104 | 92 | 56 | 73 | 63 | 3
49,H61401,商丘工学院第01组,不限,426,159,96,72,37,78,70,12,,H61401 | 商丘工学院第01组 | 不限 | 426 | 159 | 96 | 72 | 37 | 78 | 70 | 12
49,H61703,信阳学院第03组,不限,460,176,101,105,30,75,74,2,,H61703 | 信阳学院第03组 | 不限 | 460 | 176 | 101 | 105 | 30 | 75 | 74 | 2
49,H61901,新乡医学院三全学院第01组,化和生,476,167,95,86,64,85,74,15,,H61901 | 新乡医学院三全学院第01组 | 化和生 | 476 | 167 | 95 | 86 | 64 | 85 | 74 | 15
49,H62102,郑州工商学院第02组,不限,468,158,104,117,38,83,72,7,,H62102 | 郑州工商学院第02组 | 不限 | 468 | 158 | 104 | 117 | 38 | 83 | 72 | 7
49,H62202,郑州经贸学院第02组,不限,462,186,96,80,69,66,61,6,,H62202 | 郑州经贸学院第02组 | 不限 | 462 | 186 | 96 | 80 | 69 | 66 | 61 | 6
49,H62702,郑州西亚斯学院第02组,不限,472,180,98,95,52,73,72,4,,H62702 | 郑州西亚斯学院第02组 | 不限 | 472 | 180 | 98 | 95 | 52 | 73 | 72 | 4
49,H65703,湘潭大学第03组,不限,596,219,110,123,76,90,88,12,,H65703 | 湘潭大学第03组 | 不限 | 596 | 219 | 110 | 123 | 76 | 90 | 88 | 12
50,H65704,湘潭大学第04组,不限,581,229,118,107,82,85,78,8,,H65704 | 湘潭大学第04组 | 不限 | 581 | 229 | 118 | 107 | 82 | 85 | 78 | 8
50,H65705,湘潭大学第05组,化,589,218,118,125,83,87,76,6,,H65705 | 湘潭大学第05组 | 化 | 589 | 218 | 118 | 125 | 83 | 87 | 76 | 6
50,H65804,吉首大学第04组,不限,490,189,99,105,41,82,63,2,少数民族预科班,H65804 | 吉首大学第04组 | 不限 | 490 | 189 | 99 | 105 | 41 | 82 | 63 | 2 | 少数民族预科班
50,H65805,吉首大学第05组,不限,537,207,106,92,74,86,78,10,,H65805 | 吉首大学第05组 | 不限 | 537 | 207 | 106 | 92 | 74 | 86 | 78 | 10
50,H65806,吉首大学第06组,化,519,203,117,71,79,88,78,5,,H65806 | 吉首大学第06组 | 化 | 519 | 203 | 117 | 71 | 79 | 88 | 78 | 5
50,H65807,吉首大学第07组,化或生,519,195,100,108,66,77,73,10,,H65807 | 吉首大学第07组 | 化或生 | 519 | 195 | 100 | 108 | 66 | 77 | 73 | 10
50,H65903,湖南科技大学第03组,不限,560,232,124,124,59,73,72,8,,H65903 | 湖南科技大学第03组 | 不限 | 560 | 232 | 124 | 124 | 59 | 73 | 72 | 8
50,H65904,湖南科技大学第04组,化,557,224,114,108,58,85,82,14,,H65904 | 湖南科技大学第04组 | 化 | 557 | 224 | 114 | 108 | 58 | 85 | 82 | 14
50,H65905,湖南科技大学第05组,化或生,556,222,116,95,66,室87,86,】14,,H65905 | 湖南科技大学第05组 | 化或生 | 556 | 222 | 116 | 95 | 66 | 室87 | 86 | 】14
50,H66003,长沙理工大学第03组,不限,591,240,124,119,69,83,80,B7,,H66003 | 长沙理工大学第03组 | 不限 | 591 | 240 | 124 | 119 | 69 | 83 | 80 | B7
50,H66004,长沙理工大学第04组,不限,584,221,112,136,公63,90,S74,18,,H66004 | 长沙理工大学第04组 | 不限 | 584 | 221 | 112 | 136 | 公63 | 90 | S74 | 18
50,H66005,长沙理工大学第05组,不限,606,230,119,办122,78,90,Z86,12,,H66005 | 长沙理工大学第05组 | 不限 | 606 | 230 | 119 | 办122 | 78 | 90 | Z86 | 12
50,H66006,长沙理工大学第06组,不限,594,220,113,120,80,S89,85,2,,H66006 | 长沙理工大学第06组 | 不限 | 594 | 220 | 113 | 120 | 80 | S89 | 85 | 2
50,H66007,长沙理工大学第07组,不限,574,202,会105,122,B79,87,84,9,,H66007 | 长沙理工大学第07组 | 不限 | 574 | 202 | 会105 | 122 | B79 | 87 | 84 | 9
50,H66008,长沙理工大学第08组,不限,600,员211,115,130,H77,94,88,2,,H66008 | 长沙理工大学第08组 | 不限 | 600 | 员211 | 115 | 130 | H77 | 94 | 88 | 2
50,H66009,长沙理工大学第09组,不限,581,215,113,【122,84,80,80,8,,H66009 | 长沙理工大学第09组 | 不限 | 581 | 215 | 113 | 【122 | 84 | 80 | 80 | 8
50,H66011,长沙理工大学第11组,化,577,211,】107,120,75,86,85,7,,H66011 | 长沙理工大学第11组 | 化 | 577 | 211 | 】107 | 120 | 75 | 86 | 85 | 7
50,H66103,湖南农业大学第03组,生不限,531,办194,118,86,80,93,78,4,,H66103 | 湖南农业大学第03组 | 生不限 | 531 | 办194 | 118 | 86 | 80 | 93 | 78 | 4
50,H66104,湖南农业大学第04组,招不限,516,204,112,112,56,76,68,1,,H66104 | 湖南农业大学第04组 | 招不限 | 516 | 204 | 112 | 112 | 56 | 76 | 68 | 1
50,H66107,学湖南农业大学第07组,化或生,538,200,106,122,66,78,72,2,,H66107 | 学湖南农业大学第07组 | 化或生 | 538 | 200 | 106 | 122 | 66 | 78 | 72 | 2
50,H66108,湖南农业大学第08组,北化或生,510,196,103,51,87,93,83,1,,H66108 | 湖南农业大学第08组 | 北化或生 | 510 | 196 | 103 | 51 | 87 | 93 | 83 | 1
50,H66109,等湖湖南农业大学第09组,化或地,543,210,108,103,64,91,75,5,,H66109 | 等湖湖南农业大学第09组 | 化或地 | 543 | 210 | 108 | 103 | 64 | 91 | 75 | 5
50,H66203,高中南林业科技大学第03组,不限,540,213,110,92,65,82,78,3,,H66203 | 高中南林业科技大学第03组 | 不限 | 540 | 213 | 110 | 92 | 65 | 82 | 78 | 3
50,H66204,【中南林业科技大学第04组,不限,536,202,107,125,43,87,79,13,,H66204 | 【中南林业科技大学第04组 | 不限 | 536 | 202 | 107 | 125 | 43 | 87 | 79 | 13
50,H66205,省号中南林业科技大学第05组,化或生,542,198,113,106,59,91,88,6,,H66205 | 省号中南林业科技大学第05组 | 化或生 | 542 | 198 | 113 | 106 | 59 | 91 | 88 | 6
50,H66206,北中南林业科技大学第06组,化或生,512,208,113,112,44,75,73,12,,H66206 | 北中南林业科技大学第06组 | 化或生 | 512 | 208 | 113 | 112 | 44 | 75 | 73 | 12
50,H66207,众中南林业科技大学第07组,化或地,565,220,112,111,76,87,71,4,,H66207 | 众中南林业科技大学第07组 | 化或地 | 565 | 220 | 112 | 111 | 76 | 87 | 71 | 4
50,H66303,湖公湖南中医药大学第03组,不限,558,206,104,118,74,84,76,7,,H66303 | 湖公湖南中医药大学第03组 | 不限 | 558 | 206 | 104 | 118 | 74 | 84 | 76 | 7
50,H66304,湖南中医药大学第04组,化,599,222,113,132,76,86,83,6,,H66304 | 湖南中医药大学第04组 | 化 | 599 | 222 | 113 | 132 | 76 | 86 | 83 | 6
50,H66305,信湖南中医药大学第05组,化或生,589,206,114,126,79,89,89,6,,H66305 | 信湖南中医药大学第05组 | 化或生 | 589 | 206 | 114 | 126 | 79 | 89 | 89 | 6
50,H66702,湖南师范大学第02组,不限,602,239,120,118,76,87,82,2,,H66702 | 湖南师范大学第02组 | 不限 | 602 | 239 | 120 | 118 | 76 | 87 | 82 | 2
50,H66703,微湖南师范大学第03组,化或生,604,233,124,134,69,87,81,5,,H66703 | 微湖南师范大学第03组 | 化或生 | 604 | 233 | 124 | 134 | 69 | 87 | 81 | 5
50,H66803,湖南理工学院第03组,不限,539,206,104,89,79,83,82,1,,H66803 | 湖南理工学院第03组 | 不限 | 539 | 206 | 104 | 89 | 79 | 83 | 82 | 1
50,H66902,湘南学院第02组,不限,504,198,100,91,66,76,73,8,,H66902 | 湘南学院第02组 | 不限 | 504 | 198 | 100 | 91 | 66 | 76 | 73 | 8
50,H66903,湘南学院第03组,不限,505,200,111,99,43,85,78,10,,H66903 | 湘南学院第03组 | 不限 | 505 | 200 | 111 | 99 | 43 | 85 | 78 | 10
50,H66904,湘南学院第04组,化,502,185,105,100,60,85,72,2,,H66904 | 湘南学院第04组 | 化 | 502 | 185 | 105 | 100 | 60 | 85 | 72 | 2
50,H66905,湘南学院第05组,化或生,511,181,101,130,51,75,74,8,,H66905 | 湘南学院第05组 | 化或生 | 511 | 181 | 101 | 130 | 51 | 75 | 74 | 8
50,H66906,湘南学院第06组,化或生,491,184,104,104,49,80,74,6,,H66906 | 湘南学院第06组 | 化或生 | 491 | 184 | 104 | 104 | 49 | 80 | 74 | 6
50,H67003,衡阳师范学院第03组,不限,519,188,105,96,52,88,85,8,,H67003 | 衡阳师范学院第03组 | 不限 | 519 | 188 | 105 | 96 | 52 | 88 | 85 | 8
50,H67004,衡阳师范学院第04组,化,512,199,103,84,72,80,77,2,,H67004 | 衡阳师范学院第04组 | 化 | 512 | 199 | 103 | 84 | 72 | 80 | 77 | 2
50,H67005,衡阳师范学院第05组,化或地,531,206,103,104,72,76,73,8,,H67005 | 衡阳师范学院第05组 | 化或地 | 531 | 206 | 103 | 104 | 72 | 76 | 73 | 8
50,H67103,邵阳学院第03组,不限,484,191,105,100,42,80,71,1,,H67103 | 邵阳学院第03组 | 不限 | 484 | 191 | 105 | 100 | 42 | 80 | 71 | 1
51,H67104,邵阳学院第04组,化,485,181,96,112,48,73,61,12,,H67104 | 邵阳学院第04组 | 化 | 485 | 181 | 96 | 112 | 48 | 73 | 61 | 12
51,H67105,邵阳学院第05组,化或生,494,207,106,86,47,78,76,8,,H67105 | 邵阳学院第05组 | 化或生 | 494 | 207 | 106 | 86 | 47 | 78 | 76 | 8
51,H67202,怀化学院第02组,不限,491,197,111,108,53,72,61,13,,H67202 | 怀化学院第02组 | 不限 | 491 | 197 | 111 | 108 | 53 | 72 | 61 | 13
51,H67203,怀化学院第03组,化或生,489,187,101,76,65,83,78,3,,H67203 | 怀化学院第03组 | 化或生 | 489 | 187 | 101 | 76 | 65 | 83 | 78 | 3
51,H67303,湖南文理学院第03组,不限,509,215,111,78,63,85,68,7,,H67303 | 湖南文理学院第03组 | 不限 | 509 | 215 | 111 | 78 | 63 | 85 | 68 | 7
51,H67304,湖南文理学院第04组,不限,481,164,99,122,44,90,61,11,,H67304 | 湖南文理学院第04组 | 不限 | 481 | 164 | 99 | 122 | 44 | 90 | 61 | 11
51,H67305,湖南文理学院第05组,化,508,170,96,88,79,87,84,26,,H67305 | 湖南文理学院第05组 | 化 | 508 | 170 | 96 | 88 | 79 | 87 | 84 | 26
51,H67402,湖南科技学院第02组,不限,504,190,103,100,49,78,77,10,,H67402 | 湖南科技学院第02组 | 不限 | 504 | 190 | 103 | 100 | 49 | 78 | 77 | 10
51,H67502,湖南人文科技学院第02组,不限,486,215,110,71,43,室87,70,】5,,H67502 | 湖南人文科技学院第02组 | 不限 | 486 | 215 | 110 | 71 | 43 | 室87 | 70 | 】5
51,H67503,湖南人文科技学院第03组,化或生,478,193,102,92,34,82,77,B2,,H67503 | 湖南人文科技学院第03组 | 化或生 | 478 | 193 | 102 | 92 | 34 | 82 | 77 | B2
51,H67602,湖南工商大学第02组,不限,538,225,120,97,公75,73,S68,3,,H67602 | 湖南工商大学第02组 | 不限 | 538 | 225 | 120 | 97 | 公75 | 73 | S68 | 3
51,H67702,南华大学第02组,不限,552,202,110,办136,69,79,Z66,16,,H67702 | 南华大学第02组 | 不限 | 552 | 202 | 110 | 办136 | 69 | 79 | Z66 | 16
51,H67703,南华大学第03组,不限,561,217,120,102,81,S83,78,12,,H67703 | 南华大学第03组 | 不限 | 561 | 217 | 120 | 102 | 81 | S83 | 78 | 12
51,H67704,南华大学第04组,不限,553,226,会121,99,B58,85,85,12,,H67704 | 南华大学第04组 | 不限 | 553 | 226 | 会121 | 99 | B58 | 85 | 85 | 12
51,H67705,南华大学第05组,化,553,员198,105,108,H75,89,83,4,,H67705 | 南华大学第05组 | 化 | 553 | 员198 | 105 | 108 | H75 | 89 | 83 | 4
51,H67706,南华大学第06组,化或生,571,218,114,【118,71,88,76,10,,H67706 | 南华大学第06组 | 化或生 | 571 | 218 | 114 | 【118 | 71 | 88 | 76 | 10
51,H67803,长沙学院第03组,不限,519,195,】106,98,57,87,72,23,,H67803 | 长沙学院第03组 | 不限 | 519 | 195 | 】106 | 98 | 57 | 87 | 72 | 23
51,H67804,长沙学院第04组,生化或生,524,办194,102,100,76,78,76,13,,H67804 | 长沙学院第04组 | 生化或生 | 524 | 办194 | 102 | 100 | 76 | 78 | 76 | 13
51,H67902,湖南工程学院第02组,招不限,517,194,100,100,65,80,78,14,,H67902 | 湖南工程学院第02组 | 招不限 | 517 | 194 | 100 | 100 | 65 | 80 | 78 | 14
51,H68002,学湖南城市学院第02组,不限,499,186,98,109,67,77,60,1,,H68002 | 学湖南城市学院第02组 | 不限 | 499 | 186 | 98 | 109 | 67 | 77 | 60 | 1
51,H68003,湖南城市学院第03组,北不限,508,196,109,109,62,71,70,5,,H68003 | 湖南城市学院第03组 | 北不限 | 508 | 196 | 109 | 109 | 62 | 71 | 70 | 5
51,H68101,等湖湖南工学院第01组,不限,508,214,112,87,52,80,75,6,,H68101 | 等湖湖南工学院第01组 | 不限 | 508 | 214 | 112 | 87 | 52 | 80 | 75 | 6
51,H68102,高湖南工学院第02组,化,494,186,109,105,58,76,69,3,,H68102 | 高湖南工学院第02组 | 化 | 494 | 186 | 109 | 105 | 58 | 76 | 69 | 3
51,H68104,【湖南工学院第04组,不限,473,185,95,78,55,74,71,3,少数民族预科班,H68104 | 【湖南工学院第04组 | 不限 | 473 | 185 | 95 | 78 | 55 | 74 | 71 | 3 | 少数民族预科班
51,H68203,省号湖南财政经济学院第03组,不限,526,227,117,113,45,84,57,3,,H68203 | 省号湖南财政经济学院第03组 | 不限 | 526 | 227 | 117 | 113 | 45 | 84 | 57 | 3
51,H68204,北湖南财政经济学院第04组,不限,525,215,110,92,63,76,69,4,,H68204 | 北湖南财政经济学院第04组 | 不限 | 525 | 215 | 110 | 92 | 63 | 76 | 69 | 4
51,H68205,众湖南财政经济学院第05组,不限,538,227,120,106,38,87,80,5,,H68205 | 众湖南财政经济学院第05组 | 不限 | 538 | 227 | 120 | 106 | 38 | 87 | 80 | 5
51,H68403,湖公湖南工业大学第03组,不限,512,197,100,76,65,88,76,9,少数民族预科班,H68403 | 湖公湖南工业大学第03组 | 不限 | 512 | 197 | 100 | 76 | 65 | 88 | 76 | 9 | 少数民族预科班
51,H68404,湖南工业大学第04组,不限,541,212,116,125,62,76,66,5,,H68404 | 湖南工业大学第04组 | 不限 | 541 | 212 | 116 | 125 | 62 | 76 | 66 | 5
51,H68405,信湖南工业大学第05组,不限,546,197,99,112,66,85,76,5,,H68405 | 信湖南工业大学第05组 | 不限 | 546 | 197 | 99 | 112 | 66 | 85 | 76 | 5
51,H68406,湖南工业大学第06组,不限,535,178,104,125,61,90,81,1,,H68406 | 湖南工业大学第06组 | 不限 | 535 | 178 | 104 | 125 | 61 | 90 | 81 | 1
51,H68407,微湖南工业大学第07组,化,521,212,107,93,64,83,69,1,,H68407 | 微湖南工业大学第07组 | 化 | 521 | 212 | 107 | 93 | 64 | 83 | 69 | 1
51,H68502,湖南女子学院第02组,不限,527,213,108,91,70,80,73,3,,H68502 | 湖南女子学院第02组 | 不限 | 527 | 213 | 108 | 91 | 70 | 80 | 73 | 3
51,H68603,湖南第一师范学院第03组,不限,533,211,109,82,82,88,70,6,,H68603 | 湖南第一师范学院第03组 | 不限 | 533 | 211 | 109 | 82 | 82 | 88 | 70 | 6
51,H68701,湖南医药学院第01组,化或生,533,200,104,89,77,87,80,15,,H68701 | 湖南医药学院第01组 | 化或生 | 533 | 200 | 104 | 89 | 77 | 87 | 80 | 15
51,H68702,湖南医药学院第02组,化或生,505,194,112,116,39,82,74,15,,H68702 | 湖南医药学院第02组 | 化或生 | 505 | 194 | 112 | 116 | 39 | 82 | 74 | 15
51,H68801,长沙师范学院第01组,不限,519,194,114,110,63,80,72,7,,H68801 | 长沙师范学院第01组 | 不限 | 519 | 194 | 114 | 110 | 63 | 80 | 72 | 7
51,H71802,长沙医学院第02组,不限,463,194,108,79,52,79,59,2,,H71802 | 长沙医学院第02组 | 不限 | 463 | 194 | 108 | 79 | 52 | 79 | 59 | 2
51,H71803,长沙医学院第03组,化,454,159,85,80,74,73,68,3,,H71803 | 长沙医学院第03组 | 化 | 454 | 159 | 85 | 80 | 74 | 73 | 68 | 3
51,H71804,长沙医学院第04组,化或生,468,189,99,101,49,70,59,5,,H71804 | 长沙医学院第04组 | 化或生 | 468 | 189 | 99 | 101 | 49 | 70 | 59 | 5
51,H71902,湖南涉外经济学院第02组,不限,424,,,,,,,,,H71902 | 湖南涉外经济学院第02组 | 不限 | 424
51,H72101,湖南工业大学科技学院第01组,不限,482,182,100,75,66,80,79,8,,H72101 | 湖南工业大学科技学院第01组 | 不限 | 482 | 182 | 100 | 75 | 66 | 80 | 79 | 8
52,H72202,湖南科技大学潇湘学院第02组,不限,474,191,103,98,48,72,65,11,,H72202 | 湖南科技大学潇湘学院第02组 | 不限 | 474 | 191 | 103 | 98 | 48 | 72 | 65 | 11
52,H72302,南华大学船山学院第02组,不限,477,187,111,78,61,77,74,3,,H72302 | 南华大学船山学院第02组 | 不限 | 477 | 187 | 111 | 78 | 61 | 77 | 74 | 3
52,H72303,南华大学船山学院第03组,化或生,475,193,104,87,39,79,77,5,,H72303 | 南华大学船山学院第03组 | 化或生 | 475 | 193 | 104 | 87 | 39 | 79 | 77 | 5
52,H72402,湘潭理工学院第02组,不限,465,167,92,78,79,71,70,15,,H72402 | 湘潭理工学院第02组 | 不限 | 465 | 167 | 92 | 78 | 79 | 71 | 70 | 15
52,H72502,湖南师范大学树达学院第02组,不限,465,187,98,72,62,72,72,20,,H72502 | 湖南师范大学树达学院第02组 | 不限 | 465 | 187 | 98 | 72 | 62 | 72 | 72 | 20
52,H72602,湖南农业大学东方科技学院第02组,不限,468,155,101,126,34,77,66,2,,H72602 | 湖南农业大学东方科技学院第02组 | 不限 | 468 | 155 | 101 | 126 | 34 | 77 | 66 | 2
52,H72603,湖南农业大学东方科技学院第03组,化或生,468,188,115,66,55,80,79,7,,H72603 | 湖南农业大学东方科技学院第03组 | 化或生 | 468 | 188 | 115 | 66 | 55 | 80 | 79 | 7
52,H72802,湖南文理学院芙蓉学院第02组,不限,473,183,100,93,45,77,75,9,,H72802 | 湖南文理学院芙蓉学院第02组 | 不限 | 473 | 183 | 100 | 93 | 45 | 77 | 75 | 9
52,H72902,湖南理工学院南湖学院第02组,不限,477,199,100,84,45,室79,70,】6,,H72902 | 湖南理工学院南湖学院第02组 | 不限 | 477 | 199 | 100 | 84 | 45 | 室79 | 70 | 】6
52,H73001,衡阳师范学院南岳学院第01组,不限,474,183,96,110,45,75,61,B5,,H73001 | 衡阳师范学院南岳学院第01组 | 不限 | 474 | 183 | 96 | 110 | 45 | 75 | 61 | B5
52,H73002,衡阳师范学院南岳学院第02组,不限,473,207,108,74,公38,87,S67,13,,H73002 | 衡阳师范学院南岳学院第02组 | 不限 | 473 | 207 | 108 | 74 | 公38 | 87 | S67 | 13
52,H73003,衡阳师范学院南岳学院第03组,化,475,172,99,办81,64,86,Z72,2,,H73003 | 衡阳师范学院南岳学院第03组 | 化 | 475 | 172 | 99 | 办81 | 64 | 86 | Z72 | 2
52,H73303,湖南中医药大学湘杏学院第03组,不限,493,180,91,84,73,S80,76,1,,H73303 | 湖南中医药大学湘杏学院第03组 | 不限 | 493 | 180 | 91 | 84 | 73 | S80 | 76 | 1
52,H73304,湖南中医药大学湘杏学院第04组,化或生,472,180,会106,101,B39,80,72,4,,H73304 | 湖南中医药大学湘杏学院第04组 | 化或生 | 472 | 180 | 会106 | 101 | B39 | 80 | 72 | 4
