来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,来源页码,版面列,专业组标题行号,OCR专业行数_组表,专业明细行数_专业表,专业行数是否一致,规范化专业组代码是否重复,规范化专业组代码重复行数,唯一专业代号数,空专业代号数,相对质量层级,复核优先级,优先级原因代码,优先级原因说明,组字段完整性标记,结构异常数,高严重结构异常数,中严重结构异常数,结构异常规则ID列表,结构异常类型列表,字段完整性问题数,缺再选科目专业数,缺计划数专业数,缺学费专业数,非纯数字计划数专业数,计划数>=1000专业数,非纯数字学费专业数,学费<=500专业数,学费超过预算专业数,异常学费专业数,偏好专业命中数,偏好方向列表,硬风险命中,硬风险类型列表,候选池V1命中,样本学校命中,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C151,汉江师范学院,C15110,10,C15110汉江师范学院第 10组,81,left,60,1,1,是,否,1,1,0,Q4-结构相对完整待抽检,P0-必须优先核页,P0-必须优先核页,命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_over_15000,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,师范类相关,是,学费超过当前上限,否,是,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C151,汉江师范学院,C15111,11,C15111汉江师范学院第 11组,81,left,63,4,4,是,否,1,4,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题5项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,1,0,1,low_ocr_confidence,OCR置信度低,5,4,0,0,0,0,0,0,0,0,4,师范类相关,是,体检或色觉限制；学费超过当前上限,否,是,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C151,汉江师范学院,C15112,12,C15112汉江师范学院第12组,81,left,85,2,2,是,否,1,2,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,师范类相关,是,学费超过当前上限,否,是,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C151,汉江师范学院,C15113,13,CI5113汉江师范学院第13组,81,left,92,8,8,是,否,1,8,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题8项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number,0,0,0,,,8,8,0,0,0,0,0,0,0,0,4,计算机类相关；师范类相关,是,体检或色觉限制,否,是,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C151,汉江师范学院,C15114,14,C15114/汉江师范学院第 14 组,81,left,114,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,0,0,1,师范类相关,是,学费超过当前上限,否,是,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C151,汉江师范学院,C15115,15,［C15115|汉江师范学院第15 组,81,right,177,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题1项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,1,1,0,0,0,0,0,0,0,0,1,师范类相关,是,体检或色觉限制；学费超过当前上限,否,是,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C170,武汉职业技术大学,C17002,02,C17002/武汉职业技术大学第02组,81,right,182,4,4,是,否,1,4,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题4项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_over_15000,0,0,0,,,4,4,0,0,0,0,0,0,0,0,1,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C170,武汉职业技术大学,C17003,03,C17003 武汉职业技术大学第 03 组,81,right,191,8,8,是,否,1,8,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常1条；字段完整性/纯数字问题8项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,2,1,1,major_code_not_two_chars；major_text_embeds_other_school_marker,专业代号疑似漏位或误识别；专业名称疑似串入下一院校,8,8,0,0,0,0,0,0,0,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C171,襄阳职业技术大学,C17101,01,（C17101 襄阳职业技术大学第 01 组,81,right,206,4,4,是,否,1,4,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,0,0,0,,,3,3,0,0,0,0,0,0,0,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C171,襄阳职业技术大学,C17102,02,C17102/襄阳职业技术大学第 02组,81,right,213,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题1项；命中风险标签,missing_subject_candidate;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,1,1,0,0,0,0,0,0,0,0,0,,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C172,黄冈职业技术大学,C17202,02,C17202/黄冈职业技术大学第 02组,81,right,217,3,3,是,否,1,3,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常1条；字段完整性/纯数字问题10项；命中风险标签,missing_subject_candidate;missing_plan_count_candidate;tuition_over_15000,2,1,1,low_ocr_confidence；major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,10,3,3,0,3,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C173,湖北三峡职业技术大学,C17302,02,［C17302 湖北三峡职业技术大学第 02组,81,right,224,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题6项；命中风险标签,missing_subject_candidate;missing_plan_count_candidate;tuition_over_15000,0,0,0,,,6,2,2,0,2,0,0,0,0,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C173,湖北三峡职业技术大学,C17303,03,C17303湖北三峡职业技术大学第 03 组,81,right,227,3,3,是,否,1,3,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题7项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,7,3,2,0,2,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C201,武汉东湖学院,C20104,04,C20104/武汉东湖学院第04 组,81,right,234,20,20,是,否,1,20,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常5条；中严重度结构异常8条；字段完整性/纯数字问题43项；异常学费5项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,13,5,8,low_ocr_confidence；major_text_embeds_page_header；tuition_not_plain_number；tuition_number_le_500,OCR置信度低；专业名称疑似串入页眉或栏目文字；学费字段非纯数字；学费数字疑似吞入计划数或截断,43,18,5,1,5,0,4,2,17,5,2,计算机类相关；师范类相关,是,语种或单科限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C201,武汉东湖学院,C20105,05,C20105 武汉东湖学院第05组,82,left,35,1,1,是,否,1,1,0,Q4-结构相对完整待抽检,P0-必须优先核页,P0-必须优先核页,命中风险标签,tuition_over_15000,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C201,武汉东湖学院,C20106,06,C20106/武汉东湖学院第06组,82,left,38,1,1,是,否,1,1,0,Q4-结构相对完整待抽检,P0-必须优先核页,P0-必须优先核页,命中风险标签,plan_count_not_plain_number;tuition_over_15000,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C201,武汉东湖学院,C20107,07,C20107|武汉东湖学院第 07组,82,left,42,17,17,是,否,1,17,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常10条；中严重度结构异常2条；字段完整性/纯数字问题36项；异常学费9项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,12,10,2,low_ocr_confidence；major_text_embeds_other_school_marker；tuition_not_plain_number,OCR置信度低；专业名称疑似串入下一院校；学费字段非纯数字,36,16,0,0,0,0,9,0,17,9,6,计算机类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C202,武汉晴川学院,C20203,03,C20203/武汉晴川学院第03组,82,left,63,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,2,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C202,武汉晴川学院,C20204,04,［C20204 武汉晴川学院第04组,82,left,67,12,12,是,否,1,12,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常2条；字段完整性/纯数字问题12项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,2,0,2,low_ocr_confidence；major_text_embeds_page_header,OCR置信度低；专业名称疑似串入页眉或栏目文字,12,11,0,0,0,0,0,0,12,0,3,计算机类相关；师范类相关,是,语种或单科限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C202,武汉晴川学院,C20205,05,C20205 武汉晴川学院第05组,82,right,199,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题2项；异常学费1项；命中当前偏好专业方向；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,1,1,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,2,0,1,0,1,0,0,1,0,1,1,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C202,武汉晴川学院,C20206,06,C20206 武汉晴川学院第06组,82,right,201,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题5项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,0,0,0,,,5,1,2,0,2,0,0,0,2,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C202,武汉晴川学院,C20207,07,C20207武汉晴川学院第 07 组,82,right,204,11,11,是,否,1,11,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常10条；字段完整性/纯数字问题30项；异常学费8项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,10,10,0,major_text_embeds_other_school_marker；plan_count_number_ge_1000；tuition_number_le_500,专业名称疑似串入下一院校；专业计划数疑似吞入学费或备注；学费数字疑似吞入计划数或截断,30,10,10,0,10,1,0,8,3,8,4,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C203,文华学院,C20303,03,C20303/文华学院第 03 组,82,right,217,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题2项；异常学费1项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,1,1,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,2,0,1,0,1,0,0,1,0,1,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C203,文华学院,C20304,04,C20304 文华学院第04组,82,right,219,15,15,是,否,1,15,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常9条；字段完整性/纯数字问题34项；异常学费9项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,9,9,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,34,14,10,0,10,0,0,9,6,9,1,计算机类相关,是,语种或单科限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C203,文华学院,C20305,05,C20305/文华学院第05组,82,right,311,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题2项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,0,0,0,,,2,0,1,0,1,0,0,0,1,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C203,文华学院,C20306,06,C20306文华学院第06组,82,right,317,21,21,是,否,1,21,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常3条；中严重度结构异常1条；字段完整性/纯数字问题22项；异常学费2项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,4,3,1,low_ocr_confidence；major_text_embeds_other_school_marker；tuition_not_plain_number；tuition_number_le_500,OCR置信度低；专业名称疑似串入下一院校；学费字段非纯数字；学费数字疑似吞入计划数或截断,22,19,0,0,0,0,1,1,20,2,4,计算机类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C205,武昌首义学院,C20503,03,C20503/武昌首义学院第03组,83,left,21,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,1,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C205,武昌首义学院,C20504,04,C20504/武昌首义学院第04 组,83,left,25,17,17,是,否,1,17,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常3条；字段完整性/纯数字问题28项；异常学费2项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,3,3,0,plan_count_not_plain_number；tuition_not_plain_number,专业计划数字段非纯数字；学费字段非纯数字,28,16,0,3,1,0,5,0,14,2,3,计算机类相关；师范类相关,是,语种或单科限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C205,武昌首义学院,C20505,05,C20505武昌首义学院第05组,83,left,66,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题2项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,0,0,0,,,2,2,0,0,0,0,0,0,2,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C205,武昌首义学院,C20506,06,C20506/ 武昌首义学院第 06组,83,right,167,17,17,是,否,1,17,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常7条；中严重度结构异常3条；字段完整性/纯数字问题34项；异常学费4项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,10,7,3,low_ocr_confidence；major_code_not_two_chars；major_text_embeds_other_school_marker；plan_count_not_plain_number；tuition_not_plain_number,OCR置信度低；专业代号疑似漏位或误识别；专业名称疑似串入下一院校；专业计划数字段非纯数字；学费字段非纯数字,34,16,0,2,2,0,6,0,15,4,6,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C206,汉口学院,C20602,02,C20602/汉口学院第02组,83,right,206,12,12,是,否,1,12,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题12项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,1,0,1,low_ocr_confidence,OCR置信度低,12,11,0,0,0,0,0,0,12,0,0,,是,语种或单科限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C206,汉口学院,C20603,03,C20603/汉口学院第03组,84,left,20,10,10,是,否,1,10,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题9项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,9,9,0,0,0,0,0,0,10,0,3,数字媒体技术；计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C207,武汉传媒学院,C20702,02,C20702|武汉传媒学院第02组,84,left,44,2,2,是,否,1,2,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题2项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_over_15000,1,0,1,low_ocr_confidence,OCR置信度低,2,1,0,0,0,0,0,0,2,0,1,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C207,武汉传媒学院,C20703,03,C20703/武汉传媒学院第03组,84,left,52,13,13,是,否,1,13,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常2条；字段完整性/纯数字问题14项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,2,0,2,low_ocr_confidence,OCR置信度低,14,12,0,0,0,0,0,0,13,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C207,武汉传媒学院,C20704,04,C20704 武汉传媒学院第04 组,84,left,81,7,7,是,否,1,7,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常4条；中严重度结构异常3条；字段完整性/纯数字问题14项；异常学费3项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,7,4,3,low_ocr_confidence；major_text_embeds_other_school_marker；major_text_embeds_page_header；tuition_number_le_500,OCR置信度低；专业名称疑似串入下一院校；专业名称疑似串入页眉或栏目文字；学费数字疑似吞入计划数或截断,14,6,3,0,3,0,0,3,4,3,5,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,C208,武汉学院,C20803,03,C20803 武汉学院第 03组,84,right,173,2,2,是,否,1,2,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题3项；异常学费1项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,1,1,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,3,1,1,0,1,0,0,1,1,1,1,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
