来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,来源页码,版面列,专业组标题行号,OCR专业行数_组表,专业明细行数_专业表,专业行数是否一致,规范化专业组代码是否重复,规范化专业组代码重复行数,唯一专业代号数,空专业代号数,相对质量层级,复核优先级,优先级原因代码,优先级原因说明,组字段完整性标记,结构异常数,高严重结构异常数,中严重结构异常数,结构异常规则ID列表,结构异常类型列表,字段完整性问题数,缺再选科目专业数,缺计划数专业数,缺学费专业数,非纯数字计划数专业数,计划数>=1000专业数,非纯数字学费专业数,学费<=500专业数,学费超过预算专业数,异常学费专业数,偏好专业命中数,偏好方向列表,硬风险命中,硬风险类型列表,候选池V1命中,样本学校命中,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F868,苏州大学,F86809,09,F86809苏州大学第 09组,131,left,20,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F868,苏州大学,F86810,10,F86810 苏州大学第10组,131,left,26,2,2,是,否,1,2,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题1项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,1,1,0,0,0,0,0,0,2,0,0,,是,体检或色觉限制；中外合作或高收费；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F869,江苏科技大学,F86902,02,F86902/江苏科技大学第02组,131,left,33,2,2,是,否,1,2,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题4项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,1,0,1,low_ocr_confidence,OCR置信度低,4,1,1,0,1,0,0,0,0,0,1,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F869,江苏科技大学,F86903,03,F86903|江苏科技大学第03组,131,left,38,23,23,是,否,1,23,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常2条；字段完整性/纯数字问题32项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,2,0,2,low_ocr_confidence,OCR置信度低,32,22,4,0,4,0,0,0,0,0,4,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F869,江苏科技大学,F86904,04,F86904江苏科技大学第04 组,131,left,70,3,3,是,否,1,3,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常3条；字段完整性/纯数字问题14项；命中风险标签,plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,4,1,3,low_ocr_confidence；major_code_not_two_chars；plan_count_number_ge_1000,OCR置信度低；专业代号疑似漏位或误识别；专业计划数疑似吞入学费或备注,14,2,2,3,2,1,3,0,0,0,0,,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F869,江苏科技大学,F86905,05,F86905| 江苏科技大学第05组,131,right,165,3,3,是,否,1,3,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题13项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,13,2,1,3,1,0,3,0,0,0,0,,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F870,南京工业大学,F87004,04,F87004南京工业大学第04组,131,right,186,20,20,是,否,1,20,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题23项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,0,0,0,,,23,19,2,0,2,0,0,0,0,0,1,计算机类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F870,南京工业大学,F87005,05,F87005 南京工业大学第05组,131,right,211,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中风险标签,tuition_over_15000,0,0,0,,,3,1,1,0,1,0,0,0,2,0,0,,是,中外合作或高收费；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F870,南京工业大学,F87006,06,F87006 南京工业大学第 06 组,131,right,217,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题2项；命中风险标签,tuition_over_15000,0,0,0,,,2,0,1,0,1,0,0,0,1,0,0,,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F870,南京工业大学,F87007,07,F87007南京工业大学第 07 组,131,right,221,2,2,是,否,1,2,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；中严重度结构异常1条；字段完整性/纯数字问题3项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,3,2,1,major_text_embeds_other_school_marker；major_text_embeds_page_header；plan_count_number_ge_1000,专业名称疑似串入下一院校；专业名称疑似串入页眉或栏目文字；专业计划数疑似吞入学费或备注,3,1,0,1,0,1,1,0,1,0,0,,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F871,常州大学,F87102,02,F87102/常州大学第 02组,132,left,16,7,7,是,否,1,7,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；字段完整性/纯数字问题19项；异常学费1项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,2,2,0,major_text_embeds_other_school_marker；tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,19,7,6,0,6,0,0,1,0,1,2,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F872,南京邮电大学,F87201,01,F87201|南京邮电大学第01组,132,left,29,19,19,是,否,1,19,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常4条；字段完整性/纯数字问题53项；异常学费3项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,4,4,0,major_text_embeds_other_school_marker；tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,53,19,17,0,17,0,0,3,0,3,4,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F873,南京林业大学,F87302,02,F87302南京林业大学第02组,132,left,60,4,4,是,否,1,4,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常4条；中严重度结构异常1条；字段完整性/纯数字问题13项；异常学费4项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,5,4,1,low_ocr_confidence；tuition_number_le_500,OCR置信度低；学费数字疑似吞入计划数或截断,13,4,4,0,4,0,0,4,0,4,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F873,南京林业大学,F87303,03,F87303/南京林业大学第 03组,132,left,74,4,4,是,否,1,4,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题12项；异常学费1项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,1,1,0,tuition_number_le_500,学费数字疑似吞入计划数或截断,12,4,4,0,4,0,0,1,0,1,0,,是,体检或色觉限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F873,南京林业大学,F87304,04,「F87304 南京林业大学第 04组,132,right,164,5,5,是,否,1,5,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常2条；字段完整性/纯数字问题17项；异常学费1项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,3,1,2,low_ocr_confidence；tuition_number_le_500,OCR置信度低；学费数字疑似吞入计划数或截断,17,5,5,0,5,0,0,1,0,1,0,,是,体检或色觉限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F873,南京林业大学,F87305,05,F87305 南京林业大学第05组,132,right,179,7,7,是,否,1,7,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；中严重度结构异常2条；字段完整性/纯数字问题23项；异常学费2项；命中风险标签,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,4,2,2,low_ocr_confidence；tuition_number_le_500,OCR置信度低；学费数字疑似吞入计划数或截断,23,7,7,0,7,0,0,2,0,2,0,,是,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F873,南京林业大学,F87306,06,F87306 南京林业大学第06组,132,right,200,6,6,是,否,1,6,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常1条；字段完整性/纯数字问题19项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,2,1,1,low_ocr_confidence；major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,19,6,6,0,6,0,0,0,0,0,1,计算机类相关,是,体检或色觉限制；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F874,江苏大学,F87402,02,F87402江苏大学第02组,132,right,215,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题6项；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,0,0,0,,,6,2,2,0,2,0,0,0,0,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F874,江苏大学,F87403,03,F87403 江苏大学第03组,133,left,9,21,21,是,否,1,21,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常1条；字段完整性/纯数字问题23项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,2,1,1,low_ocr_confidence；major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,23,20,1,0,1,0,0,0,0,0,3,计算机类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F875,南京信息工程大学,F87501,01,F87501| 南京信息工程大学第 01 组,133,left,34,10,10,是,否,1,10,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题14项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,1,0,1,low_ocr_confidence,OCR置信度低,14,9,2,0,2,0,0,0,0,0,1,计算机类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F875,南京信息工程大学,F87502,02,F87502南京信息工程大学第02组,133,left,48,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；字段完整性/纯数字问题2项；命中风险标签,plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,2,2,0,major_text_embeds_other_school_marker；plan_count_number_ge_1000,专业名称疑似串入下一院校；专业计划数疑似吞入学费或备注,2,0,0,1,0,1,1,0,0,0,0,,是,专项/预科/定向等特殊类型；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F876,南通大学,F87605,05,F87605 南通大学第05组,133,left,53,5,5,是,否,1,5,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常3条；中严重度结构异常1条；字段完整性/纯数字问题15项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,4,3,1,low_ocr_confidence；plan_count_number_ge_1000,OCR置信度低；专业计划数疑似吞入学费或备注,15,4,0,5,0,3,5,0,0,0,1,师范类相关,是,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F876,南通大学,F87606,06,F87606南通大学第06组,133,left,64,3,3,是,否,1,3,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常3条；中严重度结构异常1条；字段完整性/纯数字问题8项；命中风险标签,plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,4,3,1,major_code_not_two_chars；major_text_embeds_other_school_marker；plan_count_number_ge_1000,专业代号疑似漏位或误识别；专业名称疑似串入下一院校；专业计划数疑似吞入学费或备注,8,2,0,3,0,2,3,0,0,0,0,,是,体检或色觉限制；中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F877,盐城工学院,F87701,01,F87701|盐城工学院第01组,133,left,73,4,4,是,否,1,4,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常3条；字段完整性/纯数字问题18项；命中风险标签,plan_count_not_plain_number;tuition_over_15000,4,1,3,low_ocr_confidence；major_code_not_two_chars；major_text_embeds_other_school_marker,OCR置信度低；专业代号疑似漏位或误识别；专业名称疑似串入下一院校,18,4,4,2,4,0,2,0,0,0,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F879,徐州医科大学,F87901,01,F87901 徐州医科大学第01组,133,right,160,5,5,是,否,1,5,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；中严重度结构异常1条；字段完整性/纯数字问题16项；命中风险标签,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,2,1,1,low_ocr_confidence；major_text_embeds_other_school_marker,OCR置信度低；专业名称疑似串入下一院校,16,5,5,0,5,0,0,0,0,0,0,,是,体检或色觉限制；医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F880,南京中医药大学,F88001,01,F88001|南京中医药大学第01组,133,right,178,2,2,是,否,1,2,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,中严重度结构异常1条；字段完整性/纯数字问题7项；命中风险标签,missing_subject_candidate;missing_plan_count_candidate;tuition_over_15000,1,0,1,low_ocr_confidence,OCR置信度低,7,2,2,0,2,0,0,0,0,0,0,,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F880,南京中医药大学,F88002,02,F88002 南京中医药大学第02组,133,right,182,1,1,是,否,1,1,0,Q3-字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题1项；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;tuition_over_15000,0,0,0,,,1,1,0,0,0,0,0,0,0,0,0,,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F880,南京中医药大学,F88003,03,F88003 南京中医药大学第 03组,133,right,185,2,2,是,否,1,2,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题1项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,1,1,0,0,0,0,0,0,0,0,1,计算机类相关；师范类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F881,南京师范大学,F88106,06,F88106南京师范大学第06组,133,right,190,4,4,是,否,1,4,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常1条；字段完整性/纯数字问题12项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,1,1,0,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,12,4,4,0,4,0,0,0,0,0,2,计算机类相关；师范类相关,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F882,江苏师范大学,F88202,02,F88202/江苏师范大学第 02组,133,right,198,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;tuition_over_15000,0,0,0,,,3,1,1,0,1,0,0,0,0,0,0,师范类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F882,江苏师范大学,F88203,03,F88203江苏师范大学第03组,133,right,204,1,1,是,否,1,1,0,Q2-重点候选字段待核,P0-必须优先核页,P0-必须优先核页,字段完整性/纯数字问题3项；命中当前偏好专业方向；命中风险标签,missing_subject_candidate;plan_count_not_plain_number;missing_tuition_candidate;tuition_over_15000,0,0,0,,,3,1,0,1,0,0,1,0,0,0,1,师范类相关,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F882,江苏师范大学,F88204,04,F88204江苏师范大学第04组,133,right,210,6,6,是,否,1,6,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常5条；中严重度结构异常2条；字段完整性/纯数字问题20项；异常学费4项；命中当前偏好专业方向；命中风险标签,plan_count_not_plain_number;tuition_not_plain_number;tuition_over_15000,7,5,2,low_ocr_confidence；major_code_not_two_chars；major_text_embeds_other_school_marker；tuition_number_le_500,OCR置信度低；专业代号疑似漏位或误识别；专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,20,5,5,2,5,0,2,4,0,4,1,师范类相关,是,中外合作或高收费；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F884,盐城师范学院,F88402,02,F88402/盐城师范学院第 02组,134,left,37,2,2,是,否,1,2,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常3条；字段完整性/纯数字问题4项；异常学费2项；命中当前偏好专业方向；命中风险标签,tuition_not_plain_number;tuition_over_15000,3,3,0,major_text_embeds_other_school_marker；tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,4,2,1,0,1,0,0,2,0,2,1,师范类相关,是,医学/护理等排除方向；学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F885,南京财经大学,F88502,02,F88502南京财经大学第02组,134,left,42,5,5,是,否,1,5,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常4条；字段完整性/纯数字问题15项；异常学费3项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,4,4,0,major_text_embeds_other_school_marker；tuition_number_le_500,专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,15,5,5,0,5,0,0,3,0,3,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,full_quality_tier_ocr_draft,false,needs_manual_pdf_review,F890,南京体育学院,F89001,01,F89001 南京体育学院第01组,134,left,50,1,1,是,否,1,1,0,Q1-高风险结构异常,P0-必须优先核页,P0-必须优先核页,高严重度结构异常2条；中严重度结构异常1条；字段完整性/纯数字问题4项；异常学费1项；命中风险标签,missing_plan_count_candidate;tuition_not_plain_number;tuition_over_15000,3,2,1,low_ocr_confidence；major_text_embeds_other_school_marker；tuition_number_le_500,OCR置信度低；专业名称疑似串入下一院校；学费数字疑似吞入计划数或截断,4,1,1,0,1,0,0,1,0,1,0,,是,学费超过当前上限,否,否,按复核优先级回看第19期原PDF页；修正结构异常和字段问题后才能进入候选升级闸门
