来源期号,来源PDF_SHA256,数据阶段,最终可用,PDF页码,页码范围角色,私有页图证据编号,私有页图SHA256,私有页图大小字节,私有OCR文本证据编号,私有OCR文本SHA256,OCR引擎,识别语言,OCR识别行数,OCR平均置信度,OCR错误,OCR行类型分布,OCR栏位分布,OCR_QC_P0数,OCR_QC_P1数,疑似招生计划行数,结构化状态,结构化院校数,结构化专业组数,结构化专业明细数,结构异常数,高严重结构异常数,候选V2字段任务数,候选V2字段P0任务数,底座页级复核优先级,底座页级审计状态,核验状态,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,35,招生计划明细页,page-035,f27c0c392aa7d05fd2f2bff2603193099e3e45b81dcbf9bffd8919ca1edb1c43,4429281,035_page-035,6289e8b51d3e91c82cd5f941e66cac290a280c4386bfc8fbe1cc99e36c1b21ec,apple_vision,"zh-Hans,en-US",243,0.7062,,major_or_numbered_line:88；page_header:2；school:8；table_header:2；text:143,left:134；right:109,64,70,11,结构化招生计划页,2,6,37,7,3,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,36,招生计划明细页,page-036,3f61fdab5d7bc5f1e51617a4c0014c9a1d8b4195f1cac9221f3e9813ea52161b,3987359,036_page-036,6e6db40dcfd572d05ffb59958407ba6bfb598bbf17691041f5c4b4ec4390808e,apple_vision,"zh-Hans,en-US",269,0.6888,,major_or_numbered_line:114；page_header:2；school:7；table_header:2；text:144,left:143；outside:1；right:125,75,80,20,结构化招生计划页,2,5,51,19,15,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,37,招生计划明细页,page-037,0f71485e0cc4cbe486a173fab6d3297d5f95051a59147d56aa098be032713dff,4232173,037_page-037,15166656bdbaad58678026a88161e252db2e9bce912ead6631331d738f676ce9,apple_vision,"zh-Hans,en-US",252,0.6948,,major_or_numbered_line:97；page_header:2；school:7；table_header:2；text:144,left:131；right:121,75,70,15,结构化招生计划页,2,7,44,9,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,38,招生计划明细页,page-038,e336306298258cea36730867530134573f62ab9cf9275fa752ca3e626bd61107,4049651,038_page-038,cde51d612a09e160aad4bee78cdf9beedf2afd1d88b1bad2bb8e14b8b54cbff4,apple_vision,"zh-Hans,en-US",273,0.7469,,major_or_numbered_line:130；page_header:2；school:7；table_header:2；text:132,left:141；outside:1；right:131,30,99,12,结构化招生计划页,2,6,56,21,16,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,39,招生计划明细页,page-039,70f856980da48501d3428f8f9902ead3c0c7e7c994a833855401ef1963c87b2b,4393541,039_page-039,6ed07cb401b230c92d962a081c850312e490ddd152dbae9c6d36a2cd0ed4a731,apple_vision,"zh-Hans,en-US",238,0.7160,,major_or_numbered_line:97；page_header:2；school:4；table_header:2；text:133,left:125；right:113,46,80,12,结构化招生计划页,1,4,39,16,7,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,40,招生计划明细页,page-040,27fd7f973876c95cf16623bbf2c84b18765c51396d5ee89cb552d54b2f9907f9,3926992,040_page-040,8d2844b1e7e3ca7923bdfa4db72c7d9b081ca8279d822c8653ade4787d69e33e,apple_vision,"zh-Hans,en-US",298,0.7289,,major_or_numbered_line:162；page_header:2；school:10；table_header:2；text:122,left:146；outside:1；right:151,53,98,17,结构化招生计划页,2,9,55,34,27,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,41,招生计划明细页,page-041,4298303f069d06e8a4f575425787036216e6f9b540cdcb19d4bc7b9cda443b8d,4222732,041_page-041,b988e00d7ddca15cd51167ef3571cae9fe11eef708b57362c7ab8390f87815a7,apple_vision,"zh-Hans,en-US",295,0.7302,,major_or_numbered_line:162；page_header:2；school:15；table_header:2；text:114,left:165；right:130,73,76,11,结构化招生计划页,3,15,50,4,1,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,42,招生计划明细页,page-042,d03360b79ed50536f887a1bb9d85422c230cd2926991a02dc916504ccefb6f19,3880398,042_page-042,2bf85e9e67ae9b310d09e2b56e6fffe7e9787bac68ee45772e1c569252934d92,apple_vision,"zh-Hans,en-US",281,0.7466,,major_or_numbered_line:171；page_header:2；school:15；table_header:2；text:91,left:152；outside:1；right:128,67,69,22,结构化招生计划页,3,13,63,18,14,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,43,招生计划明细页,page-043,6cf910bcb2079114eac92f46e510fc9d46751bde2773992136869d89a9848216,4219176,043_page-043,45f13e3e0f91a701309b5e778164c6cfd0165ccfd7a8b51f9388e094dc67b29c,apple_vision,"zh-Hans,en-US",246,0.7012,,major_or_numbered_line:133；page_header:2；school:12；table_header:2；text:97,left:138；right:108,66,72,14,结构化招生计划页,3,11,61,16,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,44,招生计划明细页,page-044,43a42fea9aabba42b2a3e0de04a37352cf3e4ec6db1a2fec2de03881b84bac77,3899915,044_page-044,76234e605dbb8022d6428a10ce10d54f0e59e0b51224d702693fdaf8b4706dae,apple_vision,"zh-Hans,en-US",248,0.7222,,major_or_numbered_line:105；page_header:2；school:10；table_header:2；text:129,left:131；outside:1；right:116,39,90,16,结构化招生计划页,3,8,42,18,11,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,45,招生计划明细页,page-045,c58fa1c34a6102acf94b91baf4d43fd6d738b58b88f360d0cc0d1a9f7dc4088c,4155952,045_page-045,1b1bab31f1b3143cb8382c0afc5264b5159fa44487330a1fff4cebd41e22b797,apple_vision,"zh-Hans,en-US",276,0.6975,,major_or_numbered_line:108；page_header:2；school:9；table_header:2；text:155,left:137；right:139,93,71,11,结构化招生计划页,2,9,44,11,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,46,招生计划明细页,page-046,ae363b5ad1c3d6378a43d11b38f521e02e9c9b29af958347519f178863488778,3969699,046_page-046,cb350e12db34d537af4d627a2cf38ac99ea6f0b7268aa7d29e3570acaf236d81,apple_vision,"zh-Hans,en-US",282,0.6812,,major_or_numbered_line:110；page_header:2；school:15；table_header:2；text:153,left:151；outside:1；right:130,78,90,19,结构化招生计划页,4,13,48,41,32,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,47,招生计划明细页,page-047,144e2a60d86308aac5b429c482a5b6c3299eb22f37cb4bc163092c5a1dfd7f4a,4313197,047_page-047,478311a23a61963a0b963c75ca7c5309ae0835411db367735ee42ce24eece116,apple_vision,"zh-Hans,en-US",258,0.6655,,major_or_numbered_line:76；page_header:2；school:7；table_header:2；text:171,left:136；right:122,71,90,12,结构化招生计划页,2,7,33,8,3,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,48,招生计划明细页,page-048,67d2d8dc6977ae9753e2885bc51ba6efabd7c46abc18b9cb207fcd488a68a6c9,4038424,048_page-048,90863aac55018f4c1f67dcb219d103d37a55c4f4f188bed24e62e64d97c13ba8,apple_vision,"zh-Hans,en-US",259,0.6996,,major_or_numbered_line:106；page_header:2；school:16；table_header:2；text:133,left:120；outside:1；right:138,87,59,18,结构化招生计划页,2,15,48,22,15,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,49,招生计划明细页,page-049,69a93b78e5a34c45c2f358450422a4e9da4ac6434594c4e2ea1fa6f0b0f072c0,4484287,049_page-049,c42fcd13bbbae220b7808b53d738b7a4cdc932fbca5f9eb33e31c4bd9d1a9b8e,apple_vision,"zh-Hans,en-US",250,0.6844,,major_or_numbered_line:111；page_header:2；school:7；table_header:2；text:128,left:127；right:123,89,64,13,结构化招生计划页,3,5,49,27,23,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,50,招生计划明细页,page-050,448600792e847f5eaddee8f32adcacd80a9739055982cdeb244614f67700b049,4084875,050_page-050,4abb2a7984b57bc1ca23eb402d243f599767d5ce5b1fff689134b31a4c76e1d2,apple_vision,"zh-Hans,en-US",260,0.6877,,major_or_numbered_line:105；page_header:2；school:12；table_header:2；text:139,left:138；right:122,91,64,25,结构化招生计划页,3,13,49,18,11,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,51,招生计划明细页,page-051,0a988a496e3fe86aff54316ab3d134d3ac2ca05b6ef335a4f8e30ff2cd639d2f,4347497,051_page-051,db049621daf4827861b9532941dcccf6f2c3ed85f3951f944737ecb9984a4a1d,apple_vision,"zh-Hans,en-US",249,0.6538,,major_or_numbered_line:92；page_header:2；school:9；table_header:2；text:144,left:120；right:129,101,68,22,结构化招生计划页,2,7,40,28,23,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,52,招生计划明细页,page-052,608665d74fec605bcd50883cc9fc6a7eb5c365a7b0e6c4f25c44237a2b2609eb,4161807,052_page-052,1a80a2b0db588b9e72f0975f15efcc719fd093dcf4dfb111a23c99151d15f0b7,apple_vision,"zh-Hans,en-US",286,0.7063,,major_or_numbered_line:140；page_header:2；school:7；table_header:2；text:135,left:157；outside:1；right:128,81,79,19,结构化招生计划页,2,6,62,34,30,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,53,招生计划明细页,page-053,456f4a85c05162755dbb1ae8671fe9f91cf9bf578f5ba7721a8e3c057604284b,4413983,053_page-053,04fc62dd68730ba7e918b57c9a7d2931afab76e766459e1dca014fd41df77a67,apple_vision,"zh-Hans,en-US",245,0.6686,,major_or_numbered_line:77；page_header:2；school:15；table_header:2；text:149,left:118；right:127,84,71,18,结构化招生计划页,3,13,36,23,16,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,54,招生计划明细页,page-054,a2174229e876558f2f55b8272cb56fe768975fb7de55ff91351ca24c13be47f8,4032015,054_page-054,f09dc3a751c768bbedd61df63eae040caf407130823ad0bee10f3ad44800d972,apple_vision,"zh-Hans,en-US",273,0.7242,,major_or_numbered_line:111；page_header:2；school:7；table_header:2；text:151,left:141；outside:1；right:131,72,73,19,结构化招生计划页,2,9,46,30,26,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,55,招生计划明细页,page-055,1d2a8fb307b38d6eb65cf59f9f84cecd21e9f8bd1cb12000157f11146a7085d4,4225563,055_page-055,9411e756dc4e3c9d9392e4de9430ab1f0a9e15cd26c621f4c0c6e4a5df3a4f57,apple_vision,"zh-Hans,en-US",286,0.6965,,major_or_numbered_line:122；page_header:2；school:22；table_header:2；text:138,left:150；right:136,98,65,12,结构化招生计划页,3,22,55,21,17,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,56,招生计划明细页,page-056,7e678674f04d3caffbdb708e4f1d763c325bcd9497a03cd60b650e1d31cf32b5,4124093,056_page-056,9b0eb1f04a449850b963b9e54618c81f8381a7741cf36c9060205a21b50310cc,apple_vision,"zh-Hans,en-US",271,0.7214,,major_or_numbered_line:125；page_header:2；school:13；table_header:2；text:129,left:133；outside:1；right:137,41,97,17,结构化招生计划页,3,13,55,26,19,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,57,招生计划明细页,page-057,84a344a8b022584fd78721abd6e1af9b81d95309e66439a5630a6aed1dd08daf,4417503,057_page-057,0055cdb00054c9bd3fba9fc7caaacc5e8d63ecf51acd79ce977866808128d8af,apple_vision,"zh-Hans,en-US",317,0.7281,,major_or_numbered_line:153；page_header:2；school:29；table_header:2；text:131,left:160；right:157,92,66,17,结构化招生计划页,5,25,66,12,4,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,58,招生计划明细页,page-058,d93207ab39cefd92901391b5787c6037b38de310a716420c0ff14c2569c566cf,3775909,058_page-058,fcbba5d84bd39ce4a62056bcc9bdceac61052f5f5d87326117afa72be7a07c81,apple_vision,"zh-Hans,en-US",314,0.7395,,major_or_numbered_line:185；page_header:2；school:12；table_header:2；text:113,left:156；outside:1；right:157,60,91,23,结构化招生计划页,3,11,84,20,3,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,59,招生计划明细页,page-059,5aee0158b82c6c2cb06072227aadfe97add1877c7555418f45c5658c36e696dc,4248618,059_page-059,579056aa6d75336ba94b5d6424845f9f98c5dc03cc0e2a2ba4bc92e157246258,apple_vision,"zh-Hans,en-US",248,0.6883,,major_or_numbered_line:110；page_header:2；school:16；table_header:2；text:118,left:140；right:108,106,45,21,结构化招生计划页,3,14,55,12,6,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,60,招生计划明细页,page-060,1087dc457c4251a98cc3b4e1702385734c5993326d3c869335d31bba619850a3,4263389,060_page-060,0923874ff3bf54554f4c46792db2e6ce2f1398767184268d83c36d958166d931,apple_vision,"zh-Hans,en-US",265,0.6985,,major_or_numbered_line:97；page_header:2；school:20；table_header:2；text:144,left:141；outside:1；right:123,85,70,13,结构化招生计划页,7,15,41,20,13,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,61,招生计划明细页,page-061,a91e42cb7f7fb44e751edbaae1657dad683ad79e1efbe8e49441322d699a2c1d,4503602,061_page-061,e380b5f68bc73c675f4920958d20c61542efc19f7ded9ab44427106aae1367c1,apple_vision,"zh-Hans,en-US",208,0.6433,,major_or_numbered_line:80；page_header:2；school:11；table_header:2；text:113,left:101；right:107,86,68,19,结构化招生计划页,3,9,37,12,7,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,62,招生计划明细页,page-062,eecf46f2ed1fad8e9c2bd3654f1b1123def13b3297734516be4a5a6e8ec906cf,4113350,062_page-062,d32dbe42f0961c4c5db8075caf018becc597bc634a829a832613093704c97dcd,apple_vision,"zh-Hans,en-US",196,0.6719,,major_or_numbered_line:70；page_header:2；school:19；table_header:2；text:103,left:103；outside:1；right:92,41,79,18,结构化招生计划页,5,13,35,17,10,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,63,招生计划明细页,page-063,cea4cca06361088ff66b3c194dca7ae4871ce5cc70a4eb852a0b819e6644f73d,4278335,063_page-063,9f4f4c7c5763d90140c55837d0f5cddf89a14cdb37723c2d80eff67f8b92f13c,apple_vision,"zh-Hans,en-US",264,0.6973,,major_or_numbered_line:97；page_header:2；school:16；table_header:2；text:147,left:144；right:120,74,90,19,结构化招生计划页,4,10,45,19,13,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,64,招生计划明细页,page-064,731c1798c7bc551819d8cf4915084e293fbbee51beb85ec4c121d0305790c1b4,4343252,064_page-064,7ad8537f414c47dff338b2ca65dbe71a3a9100f1b594e897f9ec573281be29af,apple_vision,"zh-Hans,en-US",267,0.7064,,major_or_numbered_line:92；page_header:2；school:16；table_header:2；text:155,left:137；outside:1；right:129,68,87,15,结构化招生计划页,5,10,35,14,11,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,65,招生计划明细页,page-065,139dcf2ed6c5a3abd0b6723dafed7b063f78f0aac1c80d7f737973ff7eccb68c,4492908,065_page-065,f44e7c5a42d14c10003ad7b3c2f9ad453f2e2dba642b4b062dc71d86f6de0cfa,apple_vision,"zh-Hans,en-US",266,0.7075,,major_or_numbered_line:142；page_header:2；school:8；table_header:2；text:112,left:141；right:125,69,79,13,结构化招生计划页,1,7,45,5,1,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,66,招生计划明细页,page-066,64cc5f82915f9281d9ff7eeb9e4118a386c009442b22518ae9fd089317cf632d,4118679,066_page-066,ceec3a37e70a7ecc2e171490734155421e00a91d21b01ab59d346d9045d783bb,apple_vision,"zh-Hans,en-US",285,0.7347,,major_or_numbered_line:164；page_header:2；school:10；table_header:2；text:107,left:146；outside:1；right:138,84,58,16,结构化招生计划页,1,11,56,3,0,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,67,招生计划明细页,page-067,d1f9f1cd4e8ee9b2825a0efe401e4bc6b954269e9ce322d8de8f9895e5fa5d30,4382334,067_page-067,64e6e5b92cc361f976fe3f08556d22f872933dce8f2cde62c3d9aa6fd57a5253,apple_vision,"zh-Hans,en-US",265,0.7042,,major_or_numbered_line:135；page_header:2；school:11；table_header:2；text:115,left:134；right:131,114,39,19,结构化招生计划页,2,11,47,9,3,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,68,招生计划明细页,page-068,af4bb87cca914ca3596fabdedfd09187e8c3e5c91666abea48d2185172ee001d,4131700,068_page-068,8b32c55af688d56938eed0b5c400ea964b08230dd1d79469ca5c83b804ef387d,apple_vision,"zh-Hans,en-US",307,0.7124,,major_or_numbered_line:178；page_header:2；school:14；table_header:2；text:111,left:156；outside:1；right:150,93,65,13,结构化招生计划页,2,15,61,17,9,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,69,招生计划明细页,page-069,6ff6e44cf7b51f54a0ccbfffdfbf1abad11b038412355c1cb50eb1d305f246da,4304620,069_page-069,92d421d19ed23f48069c26a16d84c99698fb030d0f8d505491e98e3f173654ad,apple_vision,"zh-Hans,en-US",350,0.7477,,major_or_numbered_line:232；page_header:2；school:14；table_header:2；text:100,left:181；right:169,71,91,18,结构化招生计划页,3,12,84,18,3,120,83,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,70,招生计划明细页,page-070,31a8fa321c47651c5e47aa7518b6066580a4f8430352effc2afdbc7ed7a7d909,3966062,070_page-070,8c63d3c1beb34f1581118eee112ddd7131a1353c7836c8f4d885bf507efde235,apple_vision,"zh-Hans,en-US",303,0.7264,,major_or_numbered_line:173；page_header:2；school:10；table_header:2；text:116,left:160；outside:1；right:142,62,94,17,结构化招生计划页,2,11,67,21,15,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_public_page_manifest,false,71,招生计划明细页,page-071,c2a394e655d1ed6e2ef52670ce5175ff5f0e5d4a35cf63d56d46e038f969d2d7,4363148,071_page-071,d8eba40347345f85c4ad6198d197aba098f3387a943ea8c0ed8ed2a7855bae88,apple_vision,"zh-Hans,en-US",269,0.7164,,major_or_numbered_line:180；page_header:2；school:10；table_header:2；text:75,left:171；right:98,46,94,20,结构化招生计划页,3,11,72,14,2,0,0,P0-优先核页,有结构化记录待核页,needs_manual_pdf_review,如该页进入候选或存在异常，回看私有PDF页图和OCR文本；字段值必须再核湖北官方系统和高校章程。
