公开官网差异账ID,来源全量证据工作台ID,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,高校官网/章程辅证状态,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,仍需核验,下一步
B0B1DIFF-40025fcbb33bbd89,FULLEVID-b26fa3ce88721069,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-928c8c7935f8e9d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,2,36,计算机科学与技术（脑机智能方向；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,计算机科学与技术(脑机智能方向),,2,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-56014455288adc62,FULLEVID-c7e65591a53aac4e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-6f60d88ce3a3687e,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,3,37,计算机科学与技术（密码技术创新班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,计算机科学与技术(密码技术创新班),,1,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-523fd49844e8eafc,FULLEVID-c814936b103ae8b2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-24f76d15351fc6e7,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,4,38,暨柔障惠科学与技术（办学地点：甘肃,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,unmatched,,,,,,,unmatched,0,not_covered,官网专业未匹配,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-f19c414120894036,FULLEVID-1740802ad517d0fa,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-0331ffd1db7621d2,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,5,39,通信工程（办学地点：甘肃兰州）,,2,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,通信工程,,2,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-58d65bb442b17ef6,FULLEVID-32a2f33bffa789f2,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,6,40,入工智能（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,人工智能,,3,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-c7030a05141c5847,FULLEVID-eeb761df79b49331,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,7,41,数据科学与大数据技术（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,数据科学与大数据技术,,3,,物理和化学,exact_after_normalization,100,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-62f5902d215635a2,FULLEVID-2501c1d98eec6fac,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,兰州大学,A19511,56,8,42,数字媒体技术（办学地点：甘肃兰州）覓亮計孝院校专业组及专业代号,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/lzu-2026-hubei-physics-normal-zsjh.json,数字媒体技术,,3,,物理和化学,contains_after_normalization,85,ocr_plan_missing_official_available,,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-4a8ce37e4feacbff,FULLEVID-50b8c28c99d3ff19,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-80c533342276164e,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,1,43,物理学《量子科技创新班；办学地点：,,5800,「化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-d185050faaeb759c,FULLEVID-95c52788fb595c41,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-73115247f12e3497,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,2,44,物理学（智能磁性材料与器件创新班；办学地点：甘肃兰州）,,2,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-35e1979d34b42f20,FULLEVID-020178b79f8eeaf7,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-bbc287e3b56294ac,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,3,45,微电子科学与工程（办学地点：甘肃兰,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-9b3ccf2c4bbbc2f1,FULLEVID-22889da595e2a92c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-e60694611f9fe0ea,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,4,46,新能源材料与器件（办学地点：甘油兰,,3,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-96c24d01fe5b2fd5,FULLEVID-874b8bf4449dc24b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-a2069e3d4e582b8b,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,5,47,新能源材料与器件（新型电力系统创新班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-53cde193cb73c0be,FULLEVID-9f411b3d5572737c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-bf9a6a7289fd7792,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,6,48,统计学（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-650492bfca4643ae,FULLEVID-1b9281a0aea21afe,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-c712cc01c547dd7c,G-0106a7c6dfba3498,A195,兰州大学,A19512,56,7,49,大气科学（办学地点：甘肃兰州）,,5,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-9bd945377648324c,FULLEVID-10da20ba8aa51a38,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-05ce5b077ba2d9fc,G-717c88853e970b3e,A195,兰州大学,A19513,56,1,50,核工程与核技术（核聚变科学与工程方向；办学地点：甘肃兰州）,,5800,化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-09c4fca0d5418942,FULLEVID-c5bd722e952735b1,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-06d6087c032191d4,G-717c88853e970b3e,A195,兰州大学,A19513,56,2,51,辐射防护与核安全（办学地点：甘肃兰,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-b2c0b29911827d9b,FULLEVID-3cb5e5c43564ffa6,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-8a7cf39b28bc2864,G-717c88853e970b3e,A195,兰州大学,A19513,56,3,52,辐射防护与核安全（核医学物理与技术创新班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-ade3245d334072a3,FULLEVID-0ba43a835e3193f8,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-a01ffdf195df5980,G-717c88853e970b3e,A195,兰州大学,A19513,56,4,53,材料物理（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-4bb4c2f6d03f82e9,FULLEVID-ba1b9482b2108adc,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-2f64612d2d5e23b9,G-717c88853e970b3e,A195,兰州大学,A19513,56,5,54,材料化学（办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-8f5dd75d588dbb2c,FULLEVID-ddfc583ad46c9afd,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-291a12caf8ef086b,G-0b1a0eec228bb51e,A195,兰州大学,A19514,56,1,55,生物技术（生物育种创新班：办学地原：甘肃兰州）,,2,化学,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-5fbd63507390f0d1,FULLEVID-9d40dd0063fb1acf,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-997750f5e04a8985,G-0b1a0eec228bb51e,A195,兰州大学,A19514,56,2,56,生态学（生态信息学创新班；办学地点：甘肃兰州）,,2,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
B0B1DIFF-91ab15646395bf7c,FULLEVID-1fe2449f22677d0b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_public_official_diff_ledger,逐专业招生明细,false,false,M-87ac969fbdc85601,G-0b1a0eec228bb51e,A195,兰州大学,A19514,56,3,57,化学工程与工艺（智慧化工创新班；办学地点：甘肃兰州）,,5800,,has_reusable_2026_hubei_plan_source,has_reusable_2026_hubei_plan_source,,,,,,,,,,pending_original_pdf_and_hubei_official_review,,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作交叉校验；计划、专业组边界和最终建议判断必须以湖北官方系统/省招办计划和最终志愿系统为准。
